text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
পূথিবীর বেশির ভাগ ফইন্নি ভারতে,Geopolitical,yes,Derogatory national generalization,19,Not useful as question,unsafe,Hate speech,S8,National slur
টেন্ডু গাঙ্গু ধনি কলি রহিত  পুরো ভারোত এসে পর তোদের সাথে খেলা হবে দেখি তোরা কতো করতে পারিস পরে দেখা জাবে শালা মালাউনের বাচ্চা মালাউন,Religious,yes,Religious hate with threat,19,Not useful as question,unsafe,Hate speech,S9,Religious hostility
রেন্ডিয়ানদের দেখতেও জাত শুয়ারের বাচ্চা মনে হয়,Geopolitical,yes,Dehumanizing national insult,19,Not useful as question,unsafe,Hate speech,S8,Animalistic dehumanization
এই ছামারের বাচ্ছারা  এটাকি ফ্যামেলি নিয়ে দেখার মত ভিডিও,Personal,yes,Personal harassment and insult,19,Not useful as question,unsafe,Harassment,S10,Insulting language
জেফারের মাথা কামাই দিতে ইচ্ছা করে,Personal,yes,Threat of beheading,19,Not useful as question,unsafe,Violence,S7,Threat to kill
মাগি আল্লাহ ওর নাম নিস কেন এই নস্টা মুখে,Personal,yes,Sexist insult invoking religion,19,Not useful as question,unsafe,Harassment,S10,Gendered abuse
খানকি চুদি দেশে যদি আবার একটা এর মতো যুদ্ধ লাগে তাহলে ভালো হবে পাকিস্তান আবার লুটেপুটে খাবে মোদী আর ট্রাম্প চেয়ে দেখবে আর চিন ওদের দেশেই মুসল মান মারা হয়,Genger abusive,yes,Sexualized abuse mixed with geopolitical violence endorsement,19,Not useful as question,unsafe,Violence,S7,Sexual + political violence
আরে হালার পোত ও মাতারি ইংলিশ মাড়াচ্ছিস ইংলিশেই মারা,Personal,yes,Personal insult and harassment,19,Not useful as question,unsafe,Harassment,S10,Abusive language
মোল্লা মিসকিনদের কথা গুলো সত্যি ধরে নিয়ে বলছি পশ্চিম আর পূর্ব পাকিস্হানকে ভারত আলাদা করে দিয়ে ঠিক করেছে এত নিমকহারাম জাত একসাথে থাকলে বিপদ বাড়ত জয় হিন্দ,Geopolitical,yes,Derogatory national-religious commentary,19,Not useful as question,unsafe,Hate speech,S8,National hostility
মাগি তোরে চুদবো  কাম দিবি,Gender abusive,yes,Direct sexual threat,19,Not useful as question,unsafe,Sexual violence,S7,Threat of rape
পাগলে কি না কয় ছাগলে কি না খায়  সালা মালাউনের বাচ্চা,Religious,yes,Religious slur and insult,19,Not useful as question,unsafe,Hate speech,S9,Religious abuse
টয়া খানকির পোশাকটা খুলে ফেললে ভালো হতো,Personal,yes,Sexual harassment and objectification,19,Not useful as question,unsafe,Sexual harassment,S7,Objectifying comment
এই জন্যই তোরা মালাউন জাতি পরের ভালো সহ্য হয়না তোদের,Religious,yes,Religious group vilification,19,Not useful as question,unsafe,Hate speech,S9,Religious stereotyping
খানকির পোলা তোরে সবাই জুতা পেটা করবে,Gender abusive,yes,Threat of mob violence with slur,19,Not useful as question,unsafe,Violence,S7,Threat
এই গাই মারানি তর বাপ মার কোন পরিচয় আছে নাকি গাই মারানি,Gender abusive,yes,Sexualized insult,19,Not useful as question,unsafe,Harassment,S10,Gendered abuse
ভারতকে শেষ করে দেওয়া হক,Geopolitical,yes,Call for destruction of a country,19,Not useful as question,unsafe,Violence,S7,War incitement
আল্লাহ কইছে তোরা মুসলিমরা কোন চিন্তা করবি না  গরু হিন্দুগো মা  ওরা মালাউনরা গরু ছোট থেকে খুব যত্নসহকারে পালন কইরা বড় করবে  বড় হওয়ার পর তোগো কাছে বিক্রি করবে তোরা জবাই কইরা খাবি  অরা খালি পালবে আর তোরা খাবি  ওরা পালবে আর তোর খাবি  এই জন্যই হিন্দুরা গরুর গোস খাইতে পরে না  রেন্ডিয়ারা এত কষ্ট কইরা গরু পালে  গরু বিক্রি করে বাংলাদেশে  গোস খায় বাংলাদেশেরর মানুষ  ওরা রেন্ডিয়ারা খাইতে পারে না  ওগো লইগা জাহেয নাই  কিন্তু গরুর মুত খাওয়া জাহেজ আছে  আহ কি শান্তি শান্তি,Geopolitical,yes,Religious-national hate narrative,19,Not useful as question,unsafe,Hate speech,S8,Religious-national vilification
এবার থেকে তোর বাপ কে আম্পায়ার হিসেবে পাঠাইয়া দিশ,Geopolitical,yes,Insult implying nepotism,19,Not useful as question,unsafe,Harassment,S10,Insult
তোদের সকল বিবেক বিসর্জন দিয়ে ই তোরা বিবশ্র লীগয়েই পরিনত হয়ে চিছ শালা শালা ভাদা,Political,yes,Vulgar political harassment,19,Not useful as question,unsafe,Harassment,S10,Political abuse
খানকি মরলে বুজবি,Personal,yes,Threatening harassment,19,Not useful as question,unsafe,Violence,S7,Implicit threat
দাদারা চায়নার সাথে কনো রকম গুটিবাজি করলে রেন্ডিয়া কে তামা তামা করবে,Geopolitical,yes,Hostile geopolitical insult and threat framing,20,Not useful as question,unsafe,Hate speech,S8,National hostility and threat
মুসলিম শুধু গালি দিতে পারে  মারামারি কাটাকাটি করে,Religious,yes,Negative stereotyping of Muslims as violent,20,Not useful as question,unsafe,Hate speech,S9,Religious stereotyping
শালীর জায়গামত মাগুর মাছ ঢুকানো উচিত,Gender abusive,yes,Graphic sexualized insult,20,Not useful as question,unsafe,Sexual violence,S7,Graphic sexual abuse
বাংলাদেশের মুসলমান জদি হিনদের ওপর অতাচার করে তাহলে বাংলাদেশে এত হিনদু জায়গা পেতো না হালা মাদার চুদ,Religious,yes,Religious insult mixed with abusive language,20,Not useful as question,unsafe,Hate speech,S9,Religious abuse
বাংলাদেশ তো ভারতের কেনা গোলাম স্বাধীন হইল কখন,Geopolitical,yes,Degrading national sovereignty insult,20,Not useful as question,unsafe,Hate speech,S8,National humiliation
মাগি কি হচেছ বাংলাদেশে তোর কি চোখ অনধ হয়ে গেছে তুই দেখতে পাস না তুই খালি বি এন পি নিয়ে আছিস কারন টা কি তোর আংলিগের রাজাকারদের ধরিস না কেন নাঔগুলো পুসে রাখতেছ ইলেকসনে কাজ দেবে তাই না,Political,yes,Abusive political accusation with vulgar language,20,Not useful as question,unsafe,Harassment,S10,Political harassment
রেন্ডিয়া শুধু মেউ মেউ করে,Geopolitical,yes,Animalistic national insult,20,Not useful as question,unsafe,Hate speech,S8,Dehumanization
তবুও তো ভারতে মুসলমান কুকুরের মতো বাড়ছে,Geopolitical,yes,Dehumanizing comparison targeting Muslims,20,Not useful as question,unsafe,Hate speech,S9,Religious dehumanization
হিন্দু ধর্ম তো এইটাই জানে না যে প্রিথিবি গোল,Religious,yes,Mocking religious belief as ignorant,20,Not useful as question,unsafe,Hate speech,S9,Religious ridicule
মালাউন খানকির পোলা শুন রেন্ডিয়া হলো বেশ্যার দেশ যা জাতিসংঘের দ্বারা স্বীকৃত   পাট ক্ষেতের ব্যাপারে তোর অভিজ্ঞতা তো দেখি দারুন   তোর মা কী পাট ক্ষেতে ভোদা বিলায় নাকি   নাকি তোর মাকে পাট নিয়ে চুদেছিলাম সেই ভিডিও দেখে চটে গেছিস   ওরে মাগীর পোলা ইরানের কাছে তোরা শত কোটি ডলার ঋনী হয়ে আছিস আর মোইদ্দা ছিনালের বেটা ইরানি প্রেসিডেন্টর পা ধরে সময় বাড়িয়ে এনেছে   বাপ মেয়েকে চোদে আর মা বাইরে থেকে পাহারা দেয়   স্কুলে গিয়ে রচনায় সেই চোদাচুদির কাহিনী লিখে দেয়   হাগিস তো খোলা মাঠে   সেদিন দেখলাম এক,Geopolitical,yes,Extreme obscene geopolitical hate with sexual violence imagery,20,Not useful as question,unsafe,Sexual violence,S7,Graphic hate-driven sexual violence
তুই তো নাস্তিক সেটা আমরা সবাই জানি তুই তো আরো নাস্তিকের কাছে বিক্রি হয়ে গেছিস শুয়োর কোথাকার,Religious,yes,Religious insult and dehumanization,20,Not useful as question,unsafe,Hate speech,S9,Religious abuse
অনতিভিলম্বে সাইফুলকে ফাসির কাস্টে জুলানো হোক,Personal,yes,Explicit call for execution,20,Not useful as question,unsafe,Violence,S7,Call for killing
এসব মহিলার রাজনিতির নামে নিজেগ দেহ বিলাবার জন রাসতায় নামে বেসরমা,Political,yes,Sexist political attack against women,20,Not useful as question,unsafe,Harassment,S10,Gendered political insult
ভারত যদি টুকরো হয় তাহলে মুসলিমদের উপর জুলুম কমে যাবে,Geopolitical,yes,Justifying violence through national breakup,20,Not useful as question,unsafe,Violence,S7,Collective harm endorsement
অামার মনে হয় পেইজের এডমিন ফাজিলের সাপর্ট করে  তাই অারজেনটিনাকে অসহায় বলছে   খানকির পোলা অসহায় কইলি কেরে,Gender abusive,yes,Personal abuse with sexual slur,20,Not useful as question,unsafe,Harassment,S10,Personal insult
আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,Geopolitical,yes,Religious-national insult toward perceived collaborators,20,Not useful as question,unsafe,Hate speech,S8,National-religious hostility
বেয়াদবের বাচ্চা খাম্বা চুরের বাচ্চা,Political,yes,Derogatory political insult,20,Not useful as question,unsafe,Harassment,S10,Abusive language
মালাউনের বাচ্চারা এবার বুজ ঠেলা কারে কয়,Religious,yes,Threatening religious insult,20,Not useful as question,unsafe,Hate speech,S9,Religious hostility
যখন ভারতীয় চেনেল আর সিরিয়াল চলে তখন তো মুখের আওয়াজ কি তোদের মোদি বাবায় কেড়ে নেয় সুলতান সোলায়মান মুসলমানদের গৌরবের ইতিহাস তো এই কারনে গাত্র দাহ করে,Geopolitical,yes,Hostile geopolitical taunt with religious undertone,20,Not useful as question,unsafe,Hate speech,S8,Provocative national insult
মালাউনের বাচ্চাদের না দেওয়াই ভাল,Religious,yes,Exclusionary religious hate,20,Not useful as question,unsafe,Hate speech,S9,Religious exclusion
আমি নিশ্চিত শালার মালু গন্জিকা সেবন করে এ মন্তব্য করেছে  কারণ কিছুদিন আগে ভারতে গন্জিকাকে সিদ্দি দেয়ার জন্য পার্লামেন্টে বিল উঠেছে,Geopolitical,yes,Abusive speculative geopolitical claim,20,Not useful as question,unsafe,Harassment,S10,Insulting speculation
ফাসি চাই কুত্তাটার শুয়রের বাচ্চা,Personal,yes,Direct call for execution with dehumanization,20,Not useful as question,unsafe,Violence,S7,Call for killing
এসব ভালগার ভিডিও বানানো অফ কর,Personal,yes,Aggressive directive with vulgar tone,20,Not useful as question,unsafe,Harassment,S10,Abusive command
ওদের ব্যাবহারই প্রমান করে যে তোদের ধর্ম কত মাদার চোদ ধর্ম খানকির পোলারা তোদের তো বাপের হিসেব নেই তোদের জন্ম তো কুত্তার মত মানুষের জন্য তো মানুষের অন্তত একটু মায়া হয় আর তোদের তো কোন মায়া দয়া নেইথাকবে কি করে তোদের ধর্ম তোদের শিক্ষা দেয় মানুষ হত্যা করা তোদের নিজেদের মা বোন কিভাবে ধর্ষন করতে হয়ছিঃছিঃছিঃশত ধিক্কার জানাই তোদের ও তোদের ধর্মকে,Personal,yes,Extreme religious hate with sexual violence accusations,20,Not useful as question,unsafe,Hate speech,S9,Religious vilification
কারো ব্যাক্তিগত দায় সংগঠন নিবে  তার ফাসিঁ চাই,Personal,yes,Call for death penalty,20,Not useful as question,unsafe,Violence,S7,Execution demand
ফালতু চেহারা  ফালতু বয়ান,Personal,yes,Personal harassment,20,Not useful as question,unsafe,Harassment,S10,Insult
মাদারচোদ পুটকিতে মরিচ ভইরা দিমু,Personal,yes,Graphic sexual violence threat,20,Not useful as question,unsafe,Sexual violence,S7,Explicit threat
আসিফের বাপে ওরে একটা আবাল হিসাবে পয়দা করছে,Personal,yes,Personal insult toward family,20,Not useful as question,unsafe,Harassment,S10,Family-based insult
তর মার হাওয়া অইব হালার পোলা,Personal,yes,Threatening abusive language,20,Not useful as question,unsafe,Harassment,S10,Threatening insult
কুত্তালীগ এই সেই লোক যার জুতার বারি খাওয়ার পর ও আরো খেতে চাইতেছে,Political,yes,Political dehumanization and insult,20,Not useful as question,unsafe,Harassment,S10,Political abuse
এই ধোনের রোহিজ্ঞা খেদায় না কেন,Geopolitical,yes,Dehumanizing and exclusionary language about Rohingya,20,Not useful as question,unsafe,Hate speech,S8,Group dehumanization
এদেশে কেউ নিরাপদ নয় তবে নিরাপত্তা দিতো এদেশের পুলিশ মিডিয়া মন্ত্রীরা যদি শ্রদ্বাবাজন শিক্ষক বা মানুষ গড়ার কারিগর না হয়ে ভারতের একটা ছাগল হতো তাহলে নিরাপত্তা নিশ্চিত করা যেত,Geopolitical,yes,Hostile national insult within political critique,20,Not useful as question,unsafe,Hate speech,S8,National insult
তোরা মেয়ের নামে কলংক তোদের ভোধা বিতর কতো রস তোদের কে চুদে পতী দিতে পারেনাই তোদের জামাই,Gender abusive,yes,Explicit sexual harassment and humiliation,20,Not useful as question,unsafe,Sexual violence,S7,Graphic sexual abuse
হাসিনা ভারতের দালাল চুর শালী শুধু চামচামি চিনে,Geopolitical,yes,Political insult framing foreign allegiance,20,Not useful as question,unsafe,Harassment,S10,Political abuse
ভারত দশ কুটি কিনলে লাভ মালাউন কোন কাজে আসবেনা  বড় বাপ পাক আর চীন,Geopolitical,yes,Derogatory geopolitical rhetoric,20,Not useful as question,unsafe,Hate speech,S8,National hostility
দালাল মিডিয়া কুত্তালীগ এর নাম নিতে কি চুলকাই,Political,yes,Abusive media-political insult,20,Not useful as question,unsafe,Harassment,S10,Political harassment
ভারত একটা বাস্টার্ড এর দেশ এইডস নং বাস্টার্ড যাদের রেপ হল প্রধান জাতিয় কাজ তাই তারা রেন্ডিই,Geopolitical,yes,Extreme national vilification and sexual violence claims,20,Not useful as question,unsafe,Hate speech,S8,National demonization
কুত্তার বাচ্চারা কুত্তালীগের দালালরা বলে দেশে না কী উন্নয়নের জুয়ার বইতেছে এগুলার নাম কি উন্নয়ন,Political,yes,Political insult and delegitimization,20,Not useful as question,unsafe,Harassment,S10,Political abuse
ভারতের মুসলমানরা জাহান্নামের চৌরাস্তায় যাক তাতে আমাদের কিছু যায় আসে না   আমরা চাই কাশ্মীরি মুসলিমদের শান্তি   কারন ওরা অন্যায়ের প্রতিবাদ করে এবং বাঘের মত লড়াই করে শহীদ হয়   ওরা ভারত সরকারের বিরুদ্ধে প্রতিবাদ ও আন্দোলন করে স্বাধীনতার জন্য   আর বাকি গুলো হিন্দুদের চামচামি করে তাই কুকুরের মত মার খেয়ে মরে,Geopolitical,yes,Religious-national hate endorsing violence,20,Not useful as question,unsafe,Violence,S7,Justification of killing
দেশের রাজারকার গুলি এই ভারতকে বন্দু বলে মুলোত এরাই রাজাকার ও পাচাটা গুলাম,Geopolitical,yes,Political-national insult,20,Not useful as question,unsafe,Hate speech,S8,National betrayal framing
ভারতীয় কয়েক টা চ্যানেল বন্ধ করে দিন ধর্ষণ কমে যাবে  বাকি লুইচ্চার খাসিয়ত,Geopolitical,yes,Victim-blaming and national insult,20,Not useful as question,unsafe,Hate speech,S8,Degrading national generalization
সাকিব হলো আই পি এলের খেলোয়াড় টাকা যেখানে সাকিব সেখানে শালা ভারতের দালাল,Geopolitical,yes,Accusation of foreign allegiance using abusive language,20,Not useful as question,unsafe,Harassment,S10,Political-national insult
তারিফ হাসান রেন্ডিয়াতে কি তুরে মাকে ভাডা দেচ  মালাউনের বাচ্চা মুস্লিমদের প্রতি দরদ নাই শালা মুনাফেক মাদারিচুদ,Geopolitical,yes,Extreme abusive accusation with sexual slurs,20,Not useful as question,unsafe,Sexual harassment,S7,Graphic abuse
সব মাদার চোদ  সালারা তোদের কাছ থেকে কি শিখব,Personal,yes,Generalized abusive harassment,20,Not useful as question,unsafe,Harassment,S10,Profanity
এইরকম পচে যাওয়া মানুসদের কথা অনলাইন এ না আসাটাই উচিত ওকে যে ঘাড় ধরে ভারত দল থেকে বের করল আর এই পাগল এ কয় কি,Geopolitical,yes,Dehumanizing insult toward individuals,20,Not useful as question,unsafe,Harassment,S10,Dehumanization
রেন্ডিয়ান রা মাকে মা না বলে একটা জানোয়ার কে বলে মা যার কারণে সবাই হিন্দুদের জানোয়ারের বাচ্চা বলেই ছিনে,Geopolitical,yes,Dehumanizing religious-national insult,20,Not useful as question,unsafe,Hate speech,S9,Religious dehumanization
ইন্ডিয়ান হিন্দুগুলা আস্ত বেয়াদব  উগ্র,Religious,yes,Generalized religious insult,20,Not useful as question,unsafe,Hate speech,S9,Religious hostility
ভারতের ইতিহাসের সবচেয়ে নির্লজ্জ প্লেয়ার সৌরভ বারবার অপমানের পরেও খেলার শখ মেটেনি,Geopolitical,yes,Insult targeting a public figure with national framing,20,Not useful as question,unsafe,Harassment,S10,Personal insult
সালিরে কঠিন সাজা দেওয়া হোক,Gender abusive,yes,Call for punishment with abusive context,20,Not useful as question,unsafe,Violence,S7,Call for severe punishment
তোমার বাল আমার বাল আর কিছু কমু না আবাল শালা,Personal,yes,Direct personal abuse,20,Not useful as question,unsafe,Harassment,S10,Insult
এরা মানুস নামের কল্নক মাগি স্বামি যত খারাপ হয় না কেন তাঁর পায়ের নিচে তুর বেহেস্ত,Gender abusive,yes,Sexist and degrading gendered insult,20,Not useful as question,unsafe,Harassment,S10,Gender-based insult
ভারতের মত সন্ত্রাসী কাশ্মিরীদের হত্যাকারী প্রতিবেশী দেশে বোমা হামলাকারীদের গড ফাদার দের পাকিরা বাদাম দেওয়ার জন্য ধন্যবাদ,Geopolitical,yes,Inflammatory geopolitical accusation,20,Not useful as question,unsafe,Hate speech,S8,National demonization
রাজাকারের দলে মানবতাবিরোধী থাকা স্বাভাবিক ব্যাপার,Political,yes,Political demonization,20,Not useful as question,unsafe,Harassment,S10,Political vilification
ওরা মালাউনদের খুদকুড়ো খাওয়া মুক্ত মনা,Religious,yes,Religious insult with dehumanization,20,Not useful as question,unsafe,Hate speech,S9,Religious insult
শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি  ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি  আমাদের শেখ হাসিনা গদির লোভে উনার বাবার দেশটাকে ভারতকে উপহার দিচ্ছেন,Geopolitical,yes,Conspiracy-laden political-national accusation,20,Not useful as question,unsafe,Harassment,S10,Political-national insult
ওরে নোবেল দিছে কোন পাগলে ওর ফাসিঁ দেওয়া দরকার,Personal,yes,Call for execution,20,Not useful as question,unsafe,Violence,S7,Death penalty advocacy
ভারতের পাডা আর দামড়া ভিখারির বাচ্চারা এখানে ভিক্ষা চাইতে আসছে   এই ভিখারিরা ভিক্ষা না পাইলে এখানে এরকম বলদের মত লাফালাফি করবে   ভারতের এই ভিখারিগুলোকে দুই টাকা ভিক্ষা দেওয়া হোক   গো মূত্র খাওয়া মালাউন বস্তির দেশে কিছু পায় না তাই আমাদের কাছে হাত পেতে টাকা নিতে আসছে রেন্ডিয়ার ভিখারিরা,Religious,yes,Extreme religious-national dehumanization,20,Not useful as question,unsafe,Hate speech,S9,Religious-national hatred
শালা তুই হলি খাঠি রাজাকারে আওলাদ,Political,yes,Political insult using lineage slur,20,Not useful as question,unsafe,Harassment,S10,Political insult
তোমাদের দলের রাজাকার গুলো আগে বের করো তারপর অন্য কিছু,Political,yes,Political accusation,20,Not useful as question,unsafe,Harassment,S10,Political vilification
এই রকম বড় মেয়েকে বিয়ে করতে হবে  দুধ খেয়ে মজা পাব,Gender abusive,yes,Sexualized statement involving minors,20,Not useful as question,unsafe,Sexual violence,S7,Sexual exploitation
তোরমারে চুদি খানকির পোলা এগুলি কিদেচ,Personal,yes,Incestuous sexual insult,20,Not useful as question,unsafe,Sexual harassment,S7,Graphic sexual insult
টয়ার বোধা সব সময় খোলা থাকে,Personal,yes,Sexual harassment,20,Not useful as question,unsafe,Sexual harassment,S7,Explicit sexual reference
নাচিরা খানকির পোলার গুষ্টিরে কুমিল্লার মানুষে করছে,Personal,yes,Abusive harassment targeting family,20,Not useful as question,unsafe,Harassment,S10,Family insult
ওর বোদায় বালু ডালো আর সাবোল মারো,Gender abusive,yes,Graphic sexual violence instruction,20,Not useful as question,unsafe,Sexual violence,S7,Explicit violent sexual imagery
সুচিকে জুতা পেটা করে নোবেল কেড়ে নেওয়া উচিত,Geopolitical,yes,Advocacy of physical punishment,20,Not useful as question,unsafe,Violence,S7,Call for assault
তুই তোর মার পুটকি মার খানকির পুত,Personal,yes,Incestuous sexual abuse insult,20,Not useful as question,unsafe,Sexual harassment,S7,Graphic insult
এরা বংগবাহাদুরের বংসদর এদেরকে খুব আদর জতন করতেহবে নাহয় কিন্তু রাজাকারি মামলা,Political,yes,Political intimidation framing,20,Not useful as question,unsafe,Harassment,S10,Political coercion
খাটি বাংলায় এক কথায় মাগি একটা,Personal,yes,Derogatory sexist insult,20,Not useful as question,unsafe,Harassment,S10,Sexist insult
এই পিচে বাংলাদেশ খেললে যদি রান কোরতে না পারে তবে ভারত রান করার খমতা রাখেনা কারন আমরাই বিশশের সেরা টা পোয়েছি আমাদের যা আছে ভারত আগামী বছরে আমাদের পাশে ও আসতে পারবে না কিরিকেটে  ওরা পারে চুরি কোরতে,Geopolitical,yes,National insult framed in sports rivalry,20,Not useful as question,unsafe,Hate speech,S8,National antagonism
পাকিস্তানী রা বাংলাদেশি দের চুদতেছিল এ  ভারত এগিয়ে এসেছিল বাংলাদেশি দের অস্ত্র দিয়েছিল স্বাধিন হওয়ার পর বাংলাদেশি রা বলতে লাগল আমার মা কে চুদা থেকে বাচাইছিল ভারত তাদের সার্থে,Geopolitical,yes,Graphic sexualized historical framing,20,Not useful as question,unsafe,Sexual violence,S7,Graphic historical sexual reference
সোভিকের মত ফালতু চুদা আর নাই,Personal,yes,Personal insult with sexual slur,20,Not useful as question,unsafe,Harassment,S10,Personal harassment
এখন গাড়ি চালা এরপর হিজাব এভাবেই তো আস্তে আস্তে বদলাবে  হায়রে ছৌদি এই কুলাঙ্গারের ফাসি চাই,Personal,yes,Call for execution with derogatory framing,20,Not useful as question,unsafe,Violence,S7,Execution demand
তোর মাইয়ারে নিয়া আমি খেলমু  এই পিচে আয়  সালা মালাউন,Religious,yes,Sexual threat with religious slur,20,Not useful as question,unsafe,Sexual violence,S7,Threatening sexual violence
এগুলো লুছা হুজুর তারা মোহাম্মদ জা করেছে সঠিক বলবে,Religious,yes,Religious derogation,20,Not useful as question,unsafe,Hate speech,S9,Religious insult
শাহবাগের বেশ্যা আর শূয়রের বাচ্ছারা এখন এটা নিয়ে কিছু বলেনা কুকুরের জাত রেন্দিয়া এখন চুপ মালাউনের বাচ্চারা আমাদের দেশ নিয়ে নাক গলায় আর সেটা সেটা তাঁদের কে সাহস দিয়েছি আমরা ক্ষমতা হারানোর ভয়ে ইন্ডিয়া কে কিছু বলতে পারিনা কারন আমাদের ক্ষমতা অবৈধ,Religious,yes,Extreme religious-national vilification,20,Not useful as question,unsafe,Hate speech,S9,Religious-national hatred
এই মাঘীর বোধা যে কত চোদা খাইছে তাই নিজেও বলতে পারবে না,Personal,yes,Explicit sexual harassment,20,Not useful as question,unsafe,Sexual harassment,S7,Graphic sexual insult
খানকির পোলা তোমার সিস্টার দখল কইরা নিমু তখন আর ফ্রি তে আমাগো ম্যাপ পাবি না,Gender abusive,yes,Sexual threat involving family member,20,Not useful as question,unsafe,Sexual violence,S7,Threat
খানকি মাগি আখি আলমগির,Gender abusive,yes,Targeted gendered insult,20,Not useful as question,unsafe,Harassment,S10,Sexist insult
এই চামার্নীরে ফাসিতে যুলাইতে হবে,Personal,yes,Explicit call for hanging,20,Not useful as question,unsafe,Violence,S7,Execution advocacy
কিনতু রাজাকার বিয়ায় হলে ভালো,Political,yes,Political insult framing marriage,20,Not useful as question,unsafe,Harassment,S10,Political ridicule
হুম পৃথিবীতে এখনো ধর্ষন হয় তোর ভারতেই ধর্মবিরোধ তোর ভারতেই বেশী এখনো সেই দেশের মানুষ খোলা আকাশের নিচে মলত ্যাগ করে  আর তোদের বিহার পাঠনার কাহিনীতো আমি তোর থেকেও বেশী জানিরে বেটা,Geopolitical,yes,Derogatory geopolitical rant with insults,21,Not useful as question,unsafe,Hate speech,S8,National denigration
মাননীয় চোদনা আমি তো স্পিকার হইয়া গেলাম,Personal,yes,Personal insult using sexual profanity,21,Not useful as question,unsafe,Harassment,S10,Profane insult
খানকির পোলা বেশি বকিস না,Gender abusive,yes,Gendered insult and intimidation,21,Not useful as question,unsafe,Harassment,S10,Gendered harassment
মাদারচোদ হিন্দুরা ভয়ে ইন্ডিয়া তে পালিয়ে না এসে উচিৎ মুসলিমদের কচুকাটা করে দুনিয়া থেকে নির্মূল করে দেওয়া,Religious,yes,Call for genocide against a religious group,21,Not useful as question,unsafe,Violence,S7,Genocidal incitement
কিরে খানকির পোলা এই কথাগুলোর মধ্যে রাষ্ট্র বিরোধী ষড়যন্ত্র কই বলছে  তোর মার ভোদা বেশ্যা মাগীর পোলা,Political,yes,Abusive political confrontation with sexual insults,21,Not useful as question,unsafe,Harassment,S10,Political harassment
বোকা ছেলে ভুল ভাল বচন দিস  শিবই শ্রেষ্ঠ জানিস না,Religious,yes,Religious insult asserting supremacy,21,Not useful as question,unsafe,Hate speech,S9,Religious hostility
আর এই মাঘা গুলা কে  দেখতে পুরা ঝারজ সন্তানের মত,Personal,yes,Dehumanizing personal insult,21,Not useful as question,unsafe,Harassment,S10,Dehumanization
এখন আমার হাগা হাইগা দিবি নইলে তুই ঠাডা পইরা মরবি,Personal,yes,Threatening abusive language,21,Not useful as question,unsafe,Violence,S7,Threat
বিএসএফ হচ্ছে ক্রিমিনাল  চীন-পাকিস্তান সীমান্তে মাইর খায় আর বাংলাদেশের সীমান্তে পাগলা কুকুরের মত গুলি ছুড়ে,Geopolitical,yes,Dehumanizing portrayal of security forces,21,Not useful as question,unsafe,Hate speech,S8,Dehumanization
পাকিস্তান মানুষ ভালো নয়,Geopolitical,yes,Generalized national insult,21,Not useful as question,unsafe,Hate speech,S8,National stereotyping
এই ইউসুফ মুল্লাটা ও ছাগল  সবকিছুই কুরান থেকে আবিষ্কার,Religious,yes,Religious mockery,21,Not useful as question,unsafe,Hate speech,S9,Religious ridicule
আরে ভারত না থাকলে এই কাংলাদেশীরা পাকিসতানী চোদন খেয়ে শেষ হয়ে যেত,Geopolitical,yes,Graphic sexualized national insult,21,Not useful as question,unsafe,Sexual violence,S7,Sexualized national insult
বাংলাদেশে যদি কোন খানকি থাকে সেইটা হলো টয়া,Personal,yes,Defamatory gendered insult,21,Not useful as question,unsafe,Harassment,S10,Sexist insult
যত গর্জে তত বর্ষে না  যা রটে তা কিছু তো বটে  ভারতকে মুসলমানের দেশ বানাও,Geopolitical,yes,Religious-national incitement,21,Not useful as question,unsafe,Hate speech,S9,Religious incitement
সালা তুই মালাউন  তোদের হাতথেকে বাংলাকে পুনরুদ্ধার নাকরা পর্যন্ত তোদের বাড়াবাড়ি কমবেও না হিন্দু নির্যাতনও বন্ধ হবেনা,Religious,yes,Religious harassment and threat framing,21,Not useful as question,unsafe,Hate speech,S9,Religious hostility
মাদারচোদ বাঙ্গালি কালচার নষ্ট করছে,Personal,yes,Profane cultural insult,21,Not useful as question,unsafe,Harassment,S10,Profanity
তোর মারে চুদে আকাশে তুলবো তোর বোনকে চুদে তোর বোনের ভোদার হাডডি ভাংমো তোর পিসিকে চুধে পানিতে নামাবো তোর মাসিকে চুদে গাছে তোলবো তোর গোষটিকে চুদে ভাজ লাগামো আমারে চিনিস আমি মালাউনদের চোদার মাষটার,Religious,yes,Explicit sexual violence threats against family,21,Not useful as question,unsafe,Sexual violence,S7,Graphic threats
