sentence,target,type,hate speech,sentence_length
ছাগল টাকে এমন কঠোর শাস্তি দেওয়া হোক যাতে আর কোনো ছেলে যেন বৃদ্ধ বাবা ও মায়ের গায়ে হাত তোলার সাহস না পায়,ind,slander,1,22
ছাগল তিন চার টারে জাজের চেয়ারে বসাইলেই কি জাজ হয় এদের নিজেদেরই যোগ্যতা নাই আবার অন্যদের অযোগ্য বলে।মজা পাইলাম।একটা রিক্সাওয়ালার কাছে যদি দেন তাহলে যা হয় আরকি।,group,slander,1,27
ছাগল দিয়ে কে হাল চাষ হয় শাকিবের যোগ্যতা কোনদিন হতে পারবে না,male,slander,1,12
ছাগল দেখতে হলে এখন আর মাঠেঘাটে যেতে হয়না।।। জাফর ইকবালের পোস্টের কমেন্টেই ছাগল এর অভাব থাকেনা।।।,ind,slander,1,16
ছাগল মাকা পরিচালোক এফডিসি আর কমিটুলা গাফক্লাব এ মভি শেস শালা ফকির মভির লাস্টে বাবার পতিশদ,ind,slander,1,16
ছাগল মেয়ে কি বলে।।।ও নাকি ভাজিন।। হা হা হা মজা পাইলাম।।,female,slander,1,11
ছাগলের ঘরের ছাগল । আচ্ছা তুই কি পড়াস তোর ছাত্রদের? আর তুই ই বা কি জানিস? দেশের শিক্ষক যদি এমন হয় তবে এই জাতি কি করে মনীষী/কান্ডারী জন্ম দিবে ??,ind,slander,1,30
ছাগলের তিন লাম্বার বাচ্চাদের বিচারক হিসেবে বসাইছে যতসব আবাল চুদারা,ind,slander,1,10
"ছাগলের দল আরবি উচ্চারণ ও করতে পারে না ... রে, যে, খেহবে না... সঠিক উচ্চারন হবের, জ , খ",ind,slander,1,19
ছাগলের পেট থেকে এই চারটা এক সাথেই বের হয়েছে ওরা ছোট বেলায় মক্তবে ও পড়েনি,ind,slander,1,15
"ছাগলের বাচ্চা এতদিন কই ছিলি রে, তোদের জন্ম কি পাকিরা দিছে যার পরে খোজ নেইনি, তাই এসব করছ।",ind,slander,1,18
ছাগলের বাচ্ছারা সব জায়গায় কাঠাল পাতার স্বাদ নিতে চায়।পাকিস্তানের ফেলে যাওয়া উচ্ছিষ্ট এরা কোন সন্দেহ নাই। আপনি এগিয়ে যান স্যার এইসব পরিচয়হীন দের আব্লামী তে কিছু যায় আসেনা,ind,slander,1,28
"ছাগুরা এখানে এসে বমি বমি করছে। ওদের জন্যে শুভ কামনা। দেশে কাঁঠাল পাতার বড়ই অভাব, তাই ছাগুরা এখানে এসে চেঁচামেচি করছে। ���",group,slander,1,22
"ছাগুরা দেখবেন রাস্তা ঘাটে মা বোনদের কে গালি শোনাতে পছন্দ করে,এখানেও কিছু ছাগু পাবেন।",group,slander,1,14
"ছাত্ররা না হয় ভুল করে আমি রাজাকার লিখাটি লিখছে। কিন্তু বমি মন্ত্রী আদো কি জানেন আমি রাজাকার লিখাটি একটা সাহিত্যিক প্রতিবাদ??? ছাত্ররা আমি রাজকার লিখছে আর আপনি সেটাকে ঘুড়িয়ে,পেচিয়ে, উল্টায়ে, বল্টায়ে পেট বাচ্ছে (গ্রামের ভাষায়) বলে দিনের পর দিন চালিয়ে দিচ্ছেন। ছাত্ররা যৌক্তিক আন্দোলন নিয়ে প্রতিবাদ করলে পেট বাজে আর আপনি দালালি করতে হয় টিউমার। কুসসুম্মান বমি মন্ত্রী জাতু।",male,slander,1,59
ছাত্রলীগ মানে বর্বর অসভ্য । ছাত্র সমাজ এই বেয়াদবদের রাস্তার কুকুরের চেয়ে ও নিকৃষ্ট ভাবে।,group,slander,1,15
ছাব্বির কাকু আসলেই একটা অরিজিনাল বেয়াদব ওকে তো কম হলে ও ১০ বৎসর নিশিদ্ধ করা উচিৎ ছিল সালা বেয়াদব,male,slander,1,19
ছাব্বির ছাগলের ভাব দেখলে বাচিনা তাকে কুমিল্লার দলে নিয়ে দল টা কে পুরা অসম্মান করে দিলো তাকে জাতীয় দল থেকে বাদ দেওয়ার দরকার,ind,slander,1,23
"ছার, ও ছার। আসেন দুদু পেগ মেরে আবার গর্তে লুকাই আমরা। যদি পারেন কালকে ঢাকা এসে নিজের লুইচ্চ্যা খোমাটা সবাইরে দেখায় যাইয়েন।",ind,slander,1,22
ছি কওা বিড়ালবাচ্চা তুই কী মানুষ না ওঅমানুষ ডিসির কে বানায়ছে।জামালপুরের ডিসি তর দোজক ঠায় পাবি না। আমার কথা কে কে মত আছেন তা বলে দেন।,ind,slander,1,26
ছিঃ ছিঃ এরা মানুষ রূপে রাক্ষস ধিক্কার জানাই এমন সন্তান কে এমন একজন বৃদ্ধ নিজের কেউ না তবুও মায়া লাগছে আর সে তো তার সন্তান যাকে কোলে পিঠে করে মানুষ করেছেন,group,slander,1,31
ছি ছি কলকাতার কুলাংগার সন্তান ছি তরে ফাসি দিয়ে মারলেও আমার জিদ সেসবেনা বাবা কত মহান ছেলে মারেছে তবু বলতেছে আমি কি কাউকে বলেছি ছেলে আমাকে মেরেছে বাবার তুলনা হয় বাবা সুদু বাবা ধন্যবাদ বাবা,ind,slander,1,35
"ছি ছি কি লজ্জা তোমরা কি মানুষ তোমরা কি ছাত্র কিভাবে পার একজন শিক্ষিত, সুশীল, জ্ঞানী ও গুনী লোক কে এভাবে গালি ও নোংরা কথা বলতে স্যার আপনি ওদের কথায় হতাশ বা লজ্জিত ও কষ্ট পাবেন না আমি জানি কারন আপনি একজন শিক্ষিত মাদারশুদ",male,slander,1,44
ছি ছি ছি দিকার যানাই তোকে যে তুই একটি নারী বলে । তোকে নারী না বানিয়ে মেয়ে কুকুর বানানো উচিত হোতো ।তাহলে তোর জন্য আরো ভালো হতো ।,ind,slander,1,28
ছিঃ ছিঃ ছিঃএইসব দিন দেখার জন্যে ছেলেদের বড় করে বাবারা জানোয়ার ছেলে,male,slander,1,12
ছি ছি বাবার সাথে কেউ এমন ব‍্যবহার করে কুত্তা বাচ্চা সালা,ind,slander,1,11
ছি ছি শালা আবার ক্যামেরার সামনে এসে কি ভাবে কথা বলতেচে ছি,male,slander,1,12
ছি জানোয়ার একটা বাবার গায়ে হাত তুলছে ওর শাস্তি হোক,ind,slander,1,10
"ছি, আপনাকে বাচ্চাকালে অনেক সম্মানের চোখে দেখতাম, কিন্তু যখন বুঝতে পেরেছি আপনি একটা মেরুদণ্ডহীন, পাচাটা দালাল সেদিন থেকে আপনার মুখে হড়হড় করে বমি করতে ইচ্ছা করে।",ind,slander,1,26
ছিড়তে পারে না নুনুর কেশ নাম দিয়েছে বাংলাদেশ আর কত ফেক নিউজ,ind,slander,1,12
ছিত করি হালাই হেতের দানা দুগা চেঁচি দিলে টিক হয় যায়বো।,male,slander,1,11
ছেলে বা মেয়ে উভয় বিচারকদের কে ভরার সময় অবশ্য নিরাপদ কন্ডম ব্যবহার করবেন না হলে এইস হওয়ার সম্ভবনা আছে কারণ উভয় পুটকি মারা পাটি। ���,male,slander,1,25
ছেলে হয়ে বাবাকে চড় মারলো আল্লাহ তুমি এই নরপশুটার বিচার করো আল্লাহ,male,slander,1,12
ছেলেটা বার বার বলতেছে আমি গালি দেই নাই আমি গালি দেই নাই শেষ পর্যন্ত তার মায়ের দুধের কসম খেয়ে বলছে আমি গালি দেই নাই তার পরেও খানকির পোলারা বিশ্বাস করে না,male,slander,1,31
ছেলেদের জন্য এমন খোলা মেলা একটা প্রগ্রাম হোক এই আপুকে নিয়ে সাইজ ছোট বড় করন নিয়ে হারামির দল,group,slander,1,18
ছেলের বাসা কই ছেলে কোথায় থাকে কি করে এত বড় সাহস বাবার গায়ে হাত তোলা হাড্ডি ভাইঙ্গা চুরমার করে ফেলবো সালার জেল না ফাসি হওয়া দরকার এ রকম সন্তান কারোর ঘরে না হক এইআসা করি,male,slander,1,35
ছেলের বৌ টাও দারিয়ে দেখলো তাকে জিজ্ঞেস করলো না কেনমানুষ জানোয়ার হয়ে গেছে ছি ছি ছি,female,slander,1,16
ছোটলোক অশিক্ষিত পেটে কিছু নেই কিরকম ভাবে কথা বলতে হয় সেটাই জানে না এখন মানুষ বলে মনে করে না আর হিমেস ভাই নাকি ওকে গায়িকা বানিয়ে তুলেছে ছোটলোক অশিক্ষিত অমানুষ ওই জন্যই বলি ভাই তোমরা কেউ সাত দেবেনা,ind,slander,1,38
ছোটো লোক যতই ধনী হোউক না কেনো সে যে ছোটো লোক চিরকাল ছোটো লোকই থেকে যায়।,ind,slander,1,16
"জ তে জাফর, তুই রাজাকার তুই রাজাকার হুমায়ুন আহমেদ লিখেছিলেন, ""১৬ ডিসেম্বর, ভোর। ১৯৭১। আমার বুক ধক ধক করছে। বাজিছে বুকে সুখের মতো ব্যথা। বিশ্বাসই হচ্ছে না, আমরা স্বাধীন। এখন আর মাথা উঁচু করে হাঁটতে সমস্যা নেই।… ‘নিজের দেশের মাটি/দবদবাইয়া হাঁটি।’ আমি দবদবিয়ে হাঁটার জন্যে বের হলাম। প্রথমে খুঁজে বের করতে হবে আমার ছোট ভাইকে (জাফর ইকবাল)। শুনেছি, সে যাত্রাবাড়ীতে আছে। গর্তে বাস করে। যাত্রাবাড়ীতে আমার দূরসম্পর্কের এক মামা বাড়ির পেছনে গর্ত করেছেন। তিনি তাঁর স্ত্রী এবং দুই ছেলে নিয়ে গর্তে বাস করেন। জাফর ইকবাল যুক্ত হয়েছে তাদের সঙ্গে।"" --কত না অশ্রুজল (আমি রাজাকার না)",male,slander,1,95
"জঙ্গি শিবির এর চেয়ে এই কুত্তালীগ আরও ভয়ানক... এদেরকে নিষিদ্ধ করতে বলার মত বিচি আপনার নাই... সো , আপনার বিচলিততায় কারও আর কিছু যায় আসে না",group,slander,1,26
জনগন কোটি কোটি টাকা তাদের পিছে খরচ করে আর একটা গালি দেওয়াতে কুত্তার মত গেও গেও সুরু করছে কেন কুত্তারবাচ্চারা,ind,slander,1,20
জনগন তোমাদের লুচ্চামি জানে কিন্তু তোমার সামনে পিছনে বসে থাকা বলদাগুলা বোঝে না কারন তারাও আকাম করে তোমার ছায়ায় আশ্রয় নিয়েছে।,ind,slander,1,21
"জনাব জাফর ইকবাল! আপনার এই লেখায় আপনি নির্লজ্জভাবে দালালী এবং চামচামি করেছেন। যার এতটুকু জ্ঞান নেই যে একজন ছাত্র কি কষ্ট নিয়ে তার গায়ে লিখলো আমি রাজাকার, কেন লিখলো এ কথা... সে কিনা আবার তা নিয়ে সমালোচনা করতে আসে। যখন সংসদে দাঁড়িয়ে দেশের একজন মন্ত্রী এত ছাত্রকে রাজাকার বললো তখন তো আপনার গায়ে লাগেনি। নাকি তখন ৭১ এর মত গর্তে লুকিয়ে ছিলেন!? আপনার মত এমন ভীতু, কাপুরুষ, নির্লজ্জ, পা চাটা চামচা নাকি এদেশের বুদ্ধিজীবী! ভাবতে আমাদের এখন ঘৃণা হচ্ছে। আপনি সামনে আসলে এখন আর আপনার সাথে ছবি উঠার রুচি আসবেনা, গলায় আঙুল ও দেয়া লাগবেনা আপনাকে দেখেই হর হর করে বমি চলে আসবে।",male,slander,1,103
জনি টা মাদারচোদ ও একটা এর মালিক সালায় একটা মাদারচোদ সাথে তাসকিন হলো মাদারচোদ রোজা রেখে এমন করতেছে,male,slander,1,18
জন্তু জানোয়াররাও আল্লাহ কে সিজদা করে। একে জানোয়ার বলে গালি দিলে জানোয়ারের অবমাননা করা হয়। এর কি শাস্তি হবে তা আল্লাহ ভালো জানেন?,ind,slander,1,23
জন্ম যার আজন্ম পাপ কিছু ভুলে জন্ম নেয়া জারজদের ক্ষমা হয়না,ind,slander,1,11
জবার কল্লা কেটে অন্য ছবীর সাথে বসানো হয়েছে জে হারাম দাদা করে তার বোনের ছবি লাগালে ভালো হত,ind,slander,1,18
জয় একটা জানোয়ার ওর এসব নিয়েই মাতামাতি ও হাশোর নাশোর,ind,slander,1,10
"জয় বাঙলা, নৌকা মার্কায় ভোট দিন। শেষে এই লেখাটা আশা করছিলাম শুয়োর�",ind,slander,1,12
জয় ভাই আপনার শো তে এই সব বালছাল কে এনে হুদায় আলোচনায় নিয়ে আসেন। এই সব ক্লাস ছাড়া লো গ্রেড এর নায়িকা আপনার শো তে মানায় না।,female,slander,1,27
জয় ভাই ওরে হিরু আলমের সাথে জুটি করে দেন তাহলে এই খানকির সাথে ভালো বানাবে,ind,slander,1,15
জয় হোক পাপনের হেরে যাক বাংলাদেশ। বাহ পাপন জুতা মেরে গুরুদান।,ind,slander,1,11
জাকির নায়েক একটা জঙ্গিবাদ ভারতে থাকে ভারতে জন্ম হোক পাকিস্তানের সাপোর্ট করে এমনকি বাংলাদেশের মুসলমানদের সাপোর্ট করে এ শুয়োরের বাচ্চা একটা পাক্কা জঙ্গি,male,slander,1,23
জাকির নায়েক ভালো তাকে যে খারাপ বোলবে সে অমানুষ ও জারোয়,ind,slander,1,11
জাকির নায়েক মাগীর বাচ্চা তাকে শুবরের মাংস খেতে দোয়া হক,male,slander,1,10
জাকির নায়েকে গ্রেপ্তার করা হয়েছে মালয়েশিয়ার কিছু কুত্তার বাচ্চা হিন্দু মন্ত্রী জন্য,group,slander,1,12
জাজ গুলাই লেবেলে নাই তারা আবার অন্য জনকে জাজ করে । এর জাজ দের মত হইতে চায় শালার পুত সব গুলা নকলবাজ।,ind,slander,1,22
জাজ মাল্টিমিডিয়া ভং ধরেছে তারা পিয়ার্স ব্রসনানের লুক আর ড্যানিয়েল ক্রেইগের এটিটিউড ওয়ালা মাসুদ রানা হাজির করবে। সেই হাজির করা মিশনে মাসুদ রানা খোঁজার দায়িত্ব দিয়েছে একাডেমি এওয়ার্ড প্রাপ্ত ডিরেক্টর ক্রাইম থ্রিলার স্পেশালিস্ট ইফতেখার আহমেদ ফাহমি রেকর্ড তেইশবার একাডেমি এওয়ার্ড মনোনীত অভিনেত্রী জাকিয়া বারী মম এবং ডেব্যু মুভিতেই একাডেমি এওয়ার্ড ছিনিয়ে নেয়া শবনম ফারিয়াকে। বাকি দুইজন মহা গুণী বান্দা আছে আমি চিনি না। ক্ষমাপ্রার্থী। অথচ এই মহারথীদেরকে তাদের বিচার কাজ চালানোর আগে হোমওয়ার্ক করার জন্য ইউটিউবে এমিটিভি রোডিসের চ্যানেলে ধরে সাবস্ক্রাইব করিয়ে দিয়েছে। এরকম মাচোদ রানা র অডিশন দেখে আমার স্যানেমা দেখার সাধ মিটে গেসে। ভাই রে হলিউড গ্রেডের সিনেমা বানাবি বলে মাইকিং করতেসস আগে তাদের অডিশন সিস্টেমটা এটলিস্ট শিখ সারা পৃথিবীতে সবাই ছাগল দিয়ে হালচাষ করার সিদ্ধান্ত নিলে মেইসি উইলিয়ামস কখনো আরিয়া স্টার্ক হতো না সুপারব্যাড এ ডেব্যু করা এমা স্টোন একদিন গিয়ে লা লা ল্যান্ড এর জন্য একাডেমি এওয়ার্ড জিতে আসতো না।,ind,slander,1,144
জাজ হইছে যার দাড়ি আর চুলের ঠিক নাই।।।।মাদার চোদ একটা,ind,slander,1,10
জাজরা সবাই নিজেরে শাহ রুখ খান আর অইশোরিয়া ভাবতিছে। এদের জন্য মুভি রিলিজ হওয়ার আগেই সবাই অপছন্দ করবে। যত্তসব বালের জাজ,ind,slander,1,21
জাতী আজ লজ্জিত তোদের মতো মাদারচোদ গো কারনে এই মাদার চোদ তোর দনের কত পাওয়া রে বউর সাথে বড় জুর থাকতে পারছ তোর তো বউ আছে তাহলে আরেক জনের ধুদের দিকে পাছার দিকে নজর পরে কেন সালা কুকুরের বাচ্ছ,ind,slander,1,39
জাতীয় দলে খেললে বালও ছিরতে পারবে না সবার জানা আছে,ind,slander,1,10
"জাতীয় নির্লজ্জ বেহায়টা কি একদিনও পোষ্টের কমেন্টগুলো পড়েনা!চামচামি,দলালি,তেলবাজির লাগি ষাড়রে নোবেল দেয়া হোক।",ind,slander,1,13
জানতাম বাল চুল পাকলে বিচারক হওয়া যায় কিন্তু এখন দেখি জিনিসটা আসলে তা নয় । কাঁচা বালেও বিচারক হওয়া যায় । সালের সেরা কৌতুক হয়েছে এই কয়টা ছাগলরে বিচারকের আসনে বসিয়ে ।,ind,slander,1,32
জানায়ারটাকে কি শাস্তি দেওয়া যায় তা আমার জানা নাই আমি কি বলবো বুঝতে পারতেছিনা,ind,slander,1,14
জানিনা কোন ব্যান্ড খাইছে!! অচোদা!! ভাগ্গিস এরা নায়িকা পছন্দে দেওয়া হয়নি,ind,slander,1,11
জানুয়ার টা আবার পদক পেয়েছিলেন এ দেশে অজথায় পদক পায় মানুষ,ind,slander,1,11
জানুয়ার মানে বি এন পি কুতার বাচচা মানে বি এন পি জারজ দল মানে বি এন পি ছাএদল মানে জারজ দল,group,slander,1,21
জানুয়ারের বাচ্চা তোর কপালেও থাকবে বাবাকে মারার ফল তুইও পাবি,ind,slander,1,10
জানোয়ার অমানুষ এই দুনিয়ার জঘন্য ব্যক্তি থাকে এক মাত্র এই খবিসের বাচ্চাই আছে,ind,slander,1,13
জানোয়ার অমানুষ তোর জীবনে অসংখ্য মানুষের অভিশাপ রইলো বিশেষ করে তোর মা বাবার,ind,slander,1,13
জানোয়ার এই এডমিন নাকি অন্যকিছু কি দিয়েছে গেয়ে কাঁপালেন কোথায় একদিন হয়তো কাঁপাবেন আর কাঁপালেন এই দুটো শব্দ যে এক নয় সেটা তো এডমিন নিশ্চয়ই জানেন জেনেশুনে মিথ্যা দিয়েছেন উনি মিথ্যাবাদী অসৎ একটা অমানুষ এরাই কে ছোটো করছে কারণ যা বলা হচ্ছে এর হয়ে তাঁকে সাপোর্ট করে বলা হচ্ছে তো সেখানে যদি মিথ্যা থাকে তাহলে সেটা এর ভাবমূর্তি কেই ছোটো করে কে বড়ো হতে দিন এখনও পর্যন্ত তিনি কোনও জায়গায় পৌঁছন নি নীরবে কাজ করতে দিন নাম এমনিতেই হবে উনি যতো না পেয়েছেন তার চেয়ে বেশি ঢাক পেটানো হচ্ছে ডাক পেটানো এর সাথে সম মাত্রার না এলে কারণ এ এরকম আগেও অনেকে এসেছেন সত্যি ভালো প্রতিভা নিয়ে নি খুব বাজে ব্যাপার হয়ে যাবে,ind,slander,1,113
জানোয়ার এক কথায়এই রকম ছেলে থাকা থেকে না থাকাই ভালোবাবা কে কেউ এই রকম মারে আল্লাহ হেদায়েত দান করো,ind,slander,1,19
জানোয়ার একটা আল্লাহ অর এই পাপের ফল এই দুলিয়াতেই দেখাবে,ind,slander,1,10
জানোয়ার এমন সন্তানকে যে কি করা দরকার মনে করতে পারছিনা এমন সন্তানকে আল্লাহ হেদায়েদ করুক,ind,slander,1,15
জানোয়ার এর হাতটা কি একবারোও কাপলো না জন্মদাতা পিতার উপর হাতএর প্রতি কটোর শাস্তি দেওয়া দরকার,ind,slander,1,16
জানোয়ার কে প্রকাশ্যে ফাসি দেওয়া হওক দেখে সবাই বুঝতে পারে যে পিতামাতা হলো সন্তানের বেহেস্ততাদের অপমান করলে কেমন শাস্তি হয়,ind,slander,1,20
জানোয়ার কে শাস্তি দেওয়ার দরকার যাতে আর কোন মানুষ বাবা মাকে কষ্ট না দেয়,ind,slander,1,14
জানোয়ার ছেলেকে কেউ বোঝাতে পারছেনা যে যাকে মারছে তার জন‍্যই একদিন এই প্রথিবীর আলো দেখেছে,male,slander,1,15
জানোয়ার টাকে দেশ থেকে বের করে দেওয়া উচিত যে মা বাবা কষ্ট করে লালন পালন করে তাকেই মারধর,ind,slander,1,18
জানোয়ার মনে কি নাই ছোট থেকে বড় করতে এ সন্তানকে কত কষ্ট করছে এ বাবা,ind,slander,1,15
জানোয়ারকে এমন মারা উচিতযেটা দেখে কেউ বাবা মায়ের গায়ে হাত দিতে না পারেএরা সন্তান নামে কলঙ্ক,ind,slander,1,16
জানোয়ারকে জনগণের হাতে ছেরে ধিন নাহলে ফাসি ধিন আপনাদের কাছে অনুরোধ রইলো,ind,slander,1,12
জানোয়ারের চাইতেও অধম আল্লাহ এমন সন্তান যেন কারো পরিবারে না দেয়ওর বিচার আল্লাহ করবেই একদিন,ind,slander,1,15
জানোয়ারের থেকেও খারাপ ৷ এই সমস্ত মানুষরুপি জানোয়ারদের চরম শাস্তি হওয়া উচিৎ ৷,ind,slander,1,13
জানোয়ারের বাচ্চা টার ওয়াইফ কে এরেস্ট করা দরকার ছিল দাঁড়িয়ে দাঁড়িয়ে দেখছে,ind,slander,1,12
জানোয়ারের বাচ্চারা অবিনয় করে ফাসি চাই আজ আমরা অনেক খুশি হা হা হা,ind,slander,1,13
জানোয়ারের বাচ্চারা সু য়োরের জরম তোদের দিককার দেই থুতু কুত্তা র দিয়ে জরম মানুষ নামে কলংক,group,slander,1,16
জানোয়ারের বিচার চাই ধন্যবাদ কলকাতার পুলিশ কে ওকে গেপ্তার করার জন্য,ind,slander,1,11
জা‌নোয়া‌রোও এ রকম হয়না ওই কুলাঙ্গার‌কে জা‌নোয়া‌রের সা‌থে তুলনা কর‌লে জা‌নোয়‌া‌রের ও অপমান করা হ‌বে ও জা‌নোরা‌রের চে‌য়েও নিকৃষ্ট,ind,slander,1,19
"জাফর ইকবাল তুই চোর, মুক্তিযুদ্ধের সময় তুই চুরি করে গর্তে লুকিয়ে ছিলে",male,slander,1,12
জাফর ইকবাল মানে ১ বালতি দুধের মধ্যে ১ ফোটা গো-মূত্র।,male,slander,1,10
"জাফর ইকবাল মানে ১ বালতি দুধের মধ্যে ১ ফোটা গো-মূত্র। (চেতনা বাদীরা কোথায়,,, ধরিয়ে দাও আমাকে)",male,slander,1,16
জাফর ইকবাল স্যার তো বমি করার কথা বলেছে আমিতো প্রস্রাব করে দেবো এই কুলাঙ্গার রাজাকার বাচ্চাদের মুখে।,male,slander,1,17
জাফর ইকবাল স্যারের মতো আমিও মুখে আঙ্গুল দিয়ে বমি করব সেসব কুলাঙ্গারদের উপর যারা নিজেদের গায়ে আমি রাজাকার লিখে রাজপথে দাঁড়িয়েছিল,male,slander,1,21
জাফর ইকবাল হচ্ছে একটা পাচাটা দালালের নাম। দেশবাসি এই দালালের ভুয়া চেতনার কথা এখন আর বিশ্বাস করেনা। সবাই এই পেইজকে আনলাইক করে একটা নিরব প্রতিবাদ করুন।,male,slander,1,26
জাফর ইকবালের মতো মীরজাফরদের জন্যই বাংলাদেশ কোনদিন উন্নতি করতে পারবে না। মীরজাফর একটা...���,male,slander,1,13
জাফর ধান্দাবাজরে আমার কুওাও চোদবে না খাংকির পুলা ব্যাশ্যা -সিফাত উল্লাহ সিফাতী,male,slander,1,12
জাফর বুকাচুদা তুমি এই শেষলগ্নে আর পোস্ট চোদাইতে আসিও না _তোমার পোস্ট দেখলেই তোমারে থাবড়ানি দিতে মন চাই।।,male,slander,1,18
"জাফর সাহেব আপনি এযুগের নব্য রাজাকার। গুম হওয়া তরুণ ছেলেদের মায়েদের চোখের পানি, সন্তানের অভিশাপ আর স্ত্রীদের হাহাকার একদিন এদেশে আপনার মত মিষ্টভাষী জঙ্গির বিচার করবে। হুমায়ুন আহমেদ বেঁচে থাকলে বলতো জাফর তুই রাজাকারি বন্ধ কর. তুই রাজাকার জাফর তুই রাজাকার।",male,slander,1,41
"জাফর স্যার আপনি না কন্যারাশী। তাই মেয়েদের প্রতি আপনার এত দুর্বল টান এত মায়া এত মুহাব্বাত এত প্রেম তাইনা স্যার। আপনি কিছুদিন পুর্বে ফ্যান্টাসী কিংডমে কিছু আপনার মতন মাতাল বা লুইচ্চা নারীদের নিয়ে পুর্তি গড়াগড়ি হাত দরাদরীতে এসব নিয়ে ব্যস্থ ছিলেন।স্যার আমরা কিছুই মনে করিনি, আমরা এধরনের মন্তব্য করেছি যে স্যার আসলেই একজন মহত নারী বান্ধব নারীদের প্রতি তার অনেক মায়া কান্না, এজন্যে যে আমাদের জাফর স্যার নারীদের নিয়ে পুর্তিতে মগ্ন থাকতে অনেক অনেক পছন্দ করেন। প্রিয় জাফর স্যার আপনি এবয়সে যতাসাধ্যা পারেন চালিয়ে যান। স্যার আমরাতো আছি আপনার জন্য কিছু উপকৌটন বা হাদীয়া সাপ্লাই দেওয়ার জন্য। পরিশেষে স্যারের পেনদের বলব কি স্যারের এসব কু-----দেখে কি আপনাদের হিংসা হই-ই-ই ||",male,slander,1,110
জাফ্রিলবাল ষাড়কে দেখলে কিংবা নাম শুনলে হড় হড় করে বমি করে দিতে ইচ্ছা করে,male,slander,1,14
জামাত শিবির কর্মী কুলাঙ্গার আজহারির কিছু কুফরি আকিদা বা বিশ্বাস যা মুসলমানদের আকিদা থেকে ভিন্ন।,group,slander,1,15
জামাত শিবির রাজাকার আলবদর আল সাম নিপাত যাক ওরা সবাই পাকিস্তানি সেনাদের জারজ সন্তান জামাত শিবির রাজাকার আলবদর আল সাম মানে মাদার চোদ,group,slander,1,23
জায়নিস্ট মিডিয়ায় শায়েখ রা কেন যান সেটাই প্রশ্ন।এই তিন ছাগল গুলা ছোট বেলা ঠিকই পড়ে আসছে মুতি বানানো হারাম এদের বুঝলেও বুঝবেনা আথবা না বুঝার ভান করবে।কারন এদের দুনিয়াবি কারনে এরা হারাম কে হালাল করছে।শায়েখ দের কাছে অনুরুধ থাকবে মিডিয়ায় যাতে না জান।মানুষ এমনিতেই এদের কে চেনে। এদের কথা কুত্তার আওয়াজ এক জিনিস।,ind,slander,1,53
জারছি ওলা মাদারচুদ মুসফিক কি তর বাপ লাগে। সত্ত মিথ্যা না জেনে চাইমচামি করিস না। মুস্ফিক তর কান ওয়াস কারাইস বিসিবির ভিতরে পুলিশ ছাড়া কুনু চামচার আইন চলবেনা। খেলুয়ার দের টাকা সরকার কার কাছ থেকে দেয়। চামচার বাচ্চারা। মুস্ফিক ভদ্র পুলা হইলে দরসক ভুল করছে ও বুঝাইতে পারতো। সালারা গরম দেখাও। নবিজিরে গালি দিলে গরম দেখাইতে পারনা। বাঞ্চুদেরা। সরকার কুটি কুটি টাকা দেয় তদের ভালো করে খেলতে পারছ না। ভাব দেখাও,ind,slander,1,71
জারজ ও রাজাকারের বাচ্চারা লিখা না পড়েই কমেন্ট করা শুরু করছে। অশিক্ষিত ছাগলের কুলাঙ্গাররা উনি যে বিএনপির ইশতেহার রে ফেইল দিসে এটা নিয়ে কিছু বললি না খানকির বাচ্চারা।,ind,slander,1,28
জারজ গুলার সাথে চ্যনেল আই কেউ বাস দেয়া উচিত এই সালারাও জারজ,male,slander,1,12
"জারজ শিবির আর বিএনপি ছাগলের দল এরা রাজপথে স্থান না পেয়ে, দেশে মানুষ ও বিদেশী বন্ধুদের কাছে স্থান না পেয়ে, ফেইসবুকে কে নামে বেনামে ফেইক আইডি খুলে গুজব মিথ্যাচার আর গালিবাজি করে.. এরা পাকি বীর্যের কিট পতিতাতলে জন্ম এদের জারজ গুলো . ১৯৭১ সালে জেনারেল নিয়াজী আর জাঞ্জুয়ানদের দেওয়া পাকি বীর্যের কিট গুলো এখন ও স্বাধীন বাংলাদেশে , জারজ শিবির আর ছাগলের দল বিএনপি বেশে লুকিয়ে আছে.. এরা রাজপথে আন্দোলন এর ব্যার্থ হয়ে বিদেশী সমর্থন ও দেশের মানুষ এর সমর্থন না পেয় আজ পাগলে রুপ নিয়েছে.. এরা আজ ফেইসবুকে ফেইক আইডি খুলে নামে বে নামে আইডি খুলে গুজব মিথ্যাচার আর গালিবাজি করে.. খুনি ধর্ষক নিজামী,সাইদী,গোলাম আযম রাজাকারদের চোদনে , এতিমের টাকা চোর খালেদা জিয়ার পেটে জন্ম নেওয়া কিট গুলো ই নেগেটিভ আর হাহাহা করে..",group,slander,1,124
