text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
মাহি ও বি চৌধুরী কাদাপানিতে আটকে গেছেন,Political,no,Metaphorical political critique,20,রাজনৈতিক সংকট কীভাবে বিশ্লেষণ করা যায়?,safe,Political analysis,NA,NA
ভাই না বুজে কিছু লিখলেই কবি বা সাহিত্যিক হওয়া যায় না বিদ্যুৎ প্রকল্প নিয়ে আজ প্রযন্ত কেউ কোন রোধিতা করেনি বিরোধিতা করেছে সুন্দরবনকে নিয়ে সুন্দরবন ছাড়া যে কোন যায়গায় এই বিদ্যুৎ কেন্দ্র করা যেতে পারে বিশেষ করে বিদ্যুৎ প্রকল্পের নামে ভারতকে সুবিদা দেওয়াই হচ্ছে মুল টার্গেট,Geopolitical,no,Policy critique on development project,20,বিদ্যুৎ প্রকল্প ও পরিবেশ কীভাবে ভারসাম্য রাখা যায়?,safe,Policy discussion,NA,NA
অন্নদল ক্ষমতায় আসলে গুম খুন বন্দ হবে  সন্তান এতিম হবেনা  ইস্ত্রি বিধবা হবেনা  মসজিদে তালা জুলবেনা  আলেম ইমাম মাদ্রাসারর ছাত্র ইসলাম প্রিয় মুসুল্লি জেলে যাবেনা   শে অক্টোবর হবেনা  পেলানির লাশ সিমান্তের তার কাটায় জুলবেনা   এম ইলিয়াচ আলির এতিম সন্তান বাবা খুজবেনা  সালাউদ্দিনের মত রক্ষন শিল রাজনিতি বিধরা প্রতি হিংসার কারণে রেন্ডিয়ার জেলে পঁচবেনা,Geopolitical,no,Political manifesto-style claim,20,রাজনৈতিক পরিবর্তনের প্রতিশ্রুতি কীভাবে মূল্যায়ন করা যায়?,safe,Political discussion,NA,NA
ভালো বলেছিস বন্ধু শিবির হোছাইন,Political,no,Political endorsement without abuse,20,রাজনৈতিক সমর্থন কীভাবে প্রকাশ করা যায়?,safe,Political expression,NA,NA
এই সত্য কথা বলার কারণে আপনাকে আওয়ামীলীগ রাজাকার বললে আমাদের কিছুই করার নেই স্যার,Political,no,Political commentary on labeling and dissent,20,রাজনৈতিক অপবাদ ও মতপ্রকাশ কীভাবে বিশ্লেষণ করা যায়?,safe,Political discussion,NA,NA
মহা ভারত যা কিনা আনেক বড় একটা জোড় ছিল তা ব্রিটিশরা আলাদা করে দিয়ে গেছে,Geopolitical,no,Historical geopolitical statement,20,ভারত বিভাজনের ইতিহাস কীভাবে ব্যাখ্যা করা যায়?,safe,Historical discussion,NA,NA
আমরা ভারতীয় জাতি হবো কেনো  আমাদের অর্থনীতি ভারতের থেকে আলাদা আমাদের দেশ আলাদা আমাদের মাতৃভাষা বাংলা রাষ্ট্র ভাষা ও বাংলা  আমরা শতকরা মুসলমান,Geopolitical,no,Assertion of national identity,20,জাতীয় পরিচয় ও সার্বভৌমত্ব কীভাবে সংজ্ঞায়িত হয়?,safe,Political identity discussion,NA,NA
নিজের দলের ভেতর রাজাকারের বিচার করে না কেন,Political,no,Political accountability question without abuse,10,Why internal accountability matters in politics,safe,Political critique,NA,NA
তোমরা এভাবে একে অপরকে দোষারোপ করতেছ এটা কি ঠিক না বেঠিক তোমরাই বল  ভারত বা বাংলাদেশ আমরা যে দেশেই থাকি না কেন আমরা সবাই তো মানুষ তাই না  অত এব ঝগরা করো না মিলেমিশে থাকার চেষ্টা করো সবাই,Geopolitical,no,Peace-oriented commentary discouraging conflict,18,How can dialogue reduce conflict?,safe,Peace discourse,NA,NA
ভারত অন্য দেশের সংখ্যালঘু বা বিপদগ্রস্থ হিন্দুদের সার্বিক সহায়তা করতে সর্বদা প্রস্তুত   হিন্দুদের অবস্থান যদি এমনটা হয়ে থাকে তাহলে বর্তমানে যে রোহিঙ্গাদের পিঠ দেয়ালে ঠেকে গিয়েছে এমন মুসলিম ভাইয়ের এমন বিপদের সময় আমরা মুসলিম হিসাবে তাদের জন্য সার্বিক সাহায্যর হাত বাড়িয়ে দেয়া উচিত কি না তার বিচার আপনার বিবেকের আদালতের উপর ছেড়ে দিলাম,Geopolitical,no,Normative humanitarian argument,18,How should humanitarian ethics apply?,safe,Humanitarian reasoning,NA,NA
একবার ভেবে দেখের সালে যদি ভারত বর্ডার না খুলে দিতো তাহলে কি হতো আপনার দলের নেতা কর্মীদের আমরা আর সোনার বাংলা পেতাম না  ইদ্রিস শেরপুর বগুড়া,Geopolitical,no,Historical reflection on geopolitical support,16,How history shapes alliances?,safe,Historical discourse,NA,NA
বাংলাদেশে রোহিংগার সংখা কত  আশ্রয় শিবিরে বৈধ প্রায় হাজার  দেশ স্বাধিনতার পর থেকে অবৈধ প্রায় লাখ রোহিংগা থাকে বাংলাদেশ  তথ্য সংগৃহিতো,Political,no,Demographic factual discussion,14,How to assess refugee data?,safe,Policy discussion,NA,NA
বা্ংলাদেশ ও ভারতে জনগণ শুধু নাসিরনগর নিয়ে আছে,Geopolitical,no,General observation without abuse,12,What drives media focus?,safe,Neutral commentary,NA,NA
পাক ভারত যুদ্ধ করবে না কুস্তি খেলবে ঐটা তাদের ব্যাপার,Geopolitical,no,Figurative geopolitical commentary,12,How to interpret metaphor in politics?,safe,Political metaphor,NA,NA
কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন,Political,no,Critical political question,14,Why public trust erodes?,safe,Political critique,NA,NA
ভারতে যখন মুসলিমদের ওপর নির্যাতন হয় সেটা কি আপনার বাবায় লিখবে সেই আসায় থাকেন  এসব একতরফা লেখালেখি বন্ধ করেন পারলে সবার দোষ তুলে ধরেন  ধন্যবাদ,Geopolitical,no,Call for balanced critique,14,How to ensure balanced reporting?,safe,Media critique,NA,NA
ভারতে প্রায় হাজারের কাছাকাছি রোহিঙ্গা রয়েছেন বলে গবেষকদের হিসাব যাঁদের মধ্যে জাতিসংঘের শরণার্থী সংস্থা ইউএনএইচসিআর মাত্র কয়েকশো জনকে শরণার্থী বলে স্বীকৃতি দিয়েছে,Geopolitical,no,Factual demographic statement,22,How are refugee numbers verified?,safe,Informational,NA,NA
বাংলাদের সরকারের উচিত রহিঙাদের জিবন রক্ষা করা  তবে যদি বাংলাদেশ সরকার মনেকরে বাংলাদেশ একটি জনবহুল দেশ এদেশে রহিঙাদের আশ্রয় দেওয়া সম্ভব নয় তবে সেখেত্রে আমার পরামর্শ বাংলাদেশে অনেক ভারতীয় অবৈধ মানুষ রয়েছে তাদেরকে বেরকরে দিয়ে হলেও রহিঙাদের জায়গা দেওয়া উচিত বলে মনেকরি তবে অনেকে আবার ভাবতে পারেন আমি কেনো ভারতীয়দের বের করে দেওয়ার কথা বললাম  এটা নিয়ে কোন রাজনীতি করার সুযোগ নেই কারন আমিতো বাংলাদেশে বসবাসরত বৌদ্ধদের বের করে দিতে বলিনাই  আমি বলেছি অবৈধ ভারতীয়দের যাদের পরিমাণ প্রায় দুলক্ষ,Geopolitical,no,Policy-oriented refugee management argument,22,How should refugee policy balance legality and humanity?,safe,Policy discussion,NA,NA
তা না করলে ভারতীয়রা চাকরি নট করবেন,Geopolitical,no,Speculative economic pressure claim,22,Why economic pressure narratives arise?,safe,Speculative analysis,NA,NA
এক জিয়া লোকান্তরে লক্ষ জিয়া ঘরে ঘরে  খালেদা জিয়া ভয় নাই রাজপথ ছাড়ি নাই,Personal,no,Political slogan without abuse,22,What sustains political movements?,safe,Political expression,NA,NA
ভারত পাকিস্তান কোন দিন যুদ্ধ লাগবে না এই খবর বাদ দিয়ে রোহিঙ্গাদের কি খবর সে খবর দেন আশা করি অল্প সময়ের মধ্য পাবো,Geopolitical,no,Redirecting focus to humanitarian issue,22,What is the current Rohingya situation?,safe,Issue redirection,NA,NA
ভারতে যোদি মসোলমান দের উপর ধর্মিয় হস্তক্ষেপ বা অন্যায় হয় তাহলে কি আপনি বাংলার হিন্দুদের উপর হামলা করবেন প্রশ্ন রইলো সালে বাংলায় হিন্দু ছিলো দিনদিন বাংলায় যে হারে জনসংখ্যা বারছে না কমছে সুধু হিন্দুদের,Geopolitical,no,Analytical demographic-political question,22,How demographics shape communal tension?,safe,Analytical discussion,NA,NA
আবার নাজানি কি করতে আইতাছে  ভাল ত হইব না খারাপ ভড় দরনের কেছু আল্লাহ ভারতের হাত থেকে বাংলাদেশকে বাচাও,Geopolitical,no,Anxious geopolitical prayer,22,How fear shapes political discourse?,safe,Expressive concern,NA,NA
রাশিয়া কখনো ভারতের কাছে অস্র বেচবেনা,Geopolitical,no,Speculative geopolitical claim,22,What shapes arms trade decisions?,safe,Speculative analysis,NA,NA
তখন কার প্রেক্ষাপট ছিল ভিন্ন  তখন কার দিনে ভারত সীমান্তে মানুষ হত্যা করত না,Geopolitical,no,Historical contextual comparison without abuse,18,What changed in border security dynamics?,safe,Contextual analysis,NA,NA
আমাদের দেশে ভারতে সরকার আমাদের সরকার থাকলে আমাদের,Geopolitical,no,Fragmented political statement without clear harm,18,Clarify intended comparison?,safe,Unclear statement,NA,NA
বৌদ্ধ ধর্ম ভারতে সৃষ্টি তাই ওদের নিয়ে কিছু বলবেন প্লিজ,Geopolitical,no,Request for restraint on religious topic,18,How should religion be discussed respectfully?,safe,Normative request,NA,NA
জয়ের মতো আবারো মহাভারত প্রতিষ্ঠা করা,Geopolitical,no,Metaphorical political-cultural reference,18,What does this metaphor imply?,safe,Cultural metaphor,NA,NA
সব কিছুতেই সুযোগ খুজে ভারতের বিরোধীতা এবং সমালোচনা করে ফেসবুকের টাইম লাইন ভরিয়ে দেওয়ার জন্য,Geopolitical,no,Meta-critique of online behavior,18,Why does online outrage spread?,safe,Meta commentary,NA,NA
কিন্তু ভারতের মুসলমানরা ভাল নেই,Geopolitical,no,Concern statement about minority welfare,18,What evidence supports this concern?,safe,Human rights concern,NA,NA
মিঃ তন্ময় দাশ  বিচার না হলে যুদ্ধাপরাধীদের ফাসিঁ কেমনে দিল  বঙ্গবন্ধু খুনিদের ফাসি কেমনে দিল  সব সময়ের ব্যাপার সব অন্যায়ের বিচার হবে অবশ্যই,Personal,no,Argument about judicial precedent,18,How does justice differ across cases?,safe,Legal reasoning,NA,NA
একটা হরিন মারার জন্য ভারতের সেলিব্রেটি সালমান খান জেল খাটে আর কচি বাচ্চাকে মেরেও,Geopolitical,no,Critical comparison of justice system,18,Is justice applied consistently?,safe,Comparative critique,NA,NA
যাক এখন থেকে আমরা বুদাপেস্টের পানি দিয়ে চাষাবাদ করব আর ভারতের পানি দরকার নেই,Geopolitical,no,Hyperbolic policy satire,18,What alternatives exist for water sharing?,safe,Satirical policy comment,NA,NA
ভারত পাকিস্তানের যুদ্ধ কি তাহলে শুরু হয়ে গেল,Geopolitical,no,Neutral question about international conflict status,18,Is the conflict officially confirmed?,safe,Information-seeking,NA,NA
আমার মনে হচ্ছে পৃথিবীটা কট্টর হয়ে যাচ্ছে  ভিন্নমত ভিন্ন ধর্মের মানুষের কোন জায়গা নাই  ভারত চীন ফ্রান্সসহ অনেক দেশ তার প্রমাণ  সর্বশেষ আমেরিকা  বাংলাদেশে যদি সুষ্ঠু নির্বাচন হয় আমার মনে হয় কট্টর জামাত শিবির ক্ষমতায় আসবে  অথবা অন্যকোন কট্টরপন্থী দল  মুখে যাই বলুক  মনে মনে অধিকাংশই সাম্প্রদায়িক  আর সুযোগ পেলেই তার বহিঃপ্রকাশ ঘটাবে  পৃথিবী জুড়ে সাম্প্রদায়িক উগ্রপন্থী এবং উগ্র জাতীয়তাবাদী শক্তি মাথাচাড়া দিয়ে উঠছে  এগুলো আসলে কিসের লক্ষণ  তথাকথিত সভ্য জাতি আমেরিকান ব্রিটিশরাও তার ব্যতিক্রম নয়  প্রমাণি,Political,no,Analytical commentary on global extremism,18,What drives global radicalization?,safe,Political analysis,NA,NA
এমন একজন খেলোয়াড় এর নাম বলেনতো  দিনে ভারতে খেলে রাতে পাকিস্তানে খেলে,Geopolitical,no,Rhetorical sports-related question,18,Is this metaphorical or factual?,safe,Metaphorical query,NA,NA
সে দ্বন্দ্বের জের ধরে সম্প্রতি নিউজিল্যান্ডের বিপক্ষে ভারতের হোম সিরিজটাই স্থগিত করে দিত,Geopolitical,no,Factual sports commentary,18,What caused the suspension?,safe,Informational,NA,NA
ভারতবর্ষে মুসলমান আগমনের ইতিহাসে আমরা সাধারণত এই শিক্ষা পায় যে ভারতে মুসলমানদের আগমন ঘটেছে মুহাম্মাদ বিন কাশিমের সময়  এই সঙ্গে আরও ধারনা মুসলমানগণ বিদেশী লুণ্ঠনকারী এবং অত্যাচারী  তাঁরা বিনা কারণ বা প্ররোচনায় ভারত আক্রমণ করেছে আর জোর করে ভারতের অমুসলমানদের মুসলমান করেছে,Geopolitical,no,Historical narrative description,18,How accurate is this portrayal?,safe,Historical discussion,NA,NA
ভারতের ট্রেন সার্ভিস যেন ভারতীয় নাগরিকদের মৃত্যুফাদ হয়ে ওঠেছে কিছুদিন পর পরই দুর্ঘটনার খবর পাওয়া যায়,Geopolitical,no,Critical infrastructure commentary,18,What causes frequent accidents?,safe,Public safety critique,NA,NA
ধোনবাদ সব পাকিস্তানি তের ওরা আমাদের ভাই,Geopolitical,no,Positive solidarity statement,18,Why express solidarity?,safe,Positive affiliation,NA,NA
ছাএ শিবিরের সময় উপযোগী একটি উদোগ  বিরোধিতার জন্য রিরোধিতা না করে সকলে একত্রে এই কমসূচি তে অংশগ্রহন করা দরকার  বারমার মুসলমানরা আওয়ামিলীগ বিএনপি বা জামাতের না  তারা পৃথিবী সকল মুসলমানদের ভাই বোন,Political,no,Call for unity and humanitarian framing,18,How can unity be achieved?,safe,Political advocacy,NA,NA
এ পাকিস্তানের কাছে টেষ্টে উইকেটে হার  তাদের কাছেই এশিয়াকাপ ফাইনালে রানে হার এবছর টি বিশ্বকাপে ভারতের কাছে রানে হার ইংলিশদের সাথে প্রথম ওডিআইতে জেতা ম্যাচ হার আর নিতে পারছিনা শুধু কালকে ম্যাচটা জিত ভাই সব দুঃখ ভুলে যাবো কথা দিলাম,Geopolitical,no,Sports frustration narrative,18,Is this about fan sentiment?,safe,Sports commentary,NA,NA
ভারত ও পাকিস্তানের তথাকথিত যুদ্ধের এত অজানা অস্ত্রের কল্পকাহিনী ও খবরা খবর স্বয়ং ভারতীয় ও পাকিস্তানীরা জানে না যতটুকু জানে বাংলাদেশী কিছু ফেইসবুক ব্যবহারকারী ও পত্র পত্রিকার তথাকথিত সাংঘাতিকরা থুক্কু সংবাদিকরা যুদ্ধ মারামারি কিছুই তো হবেনা অহেতুক আমাদের ঘুম হারাম করে এই তথাকথিত সংবাদিকরা,Geopolitical,no,Meta-critique of misinformation,18,How does misinformation spread?,safe,Media criticism,NA,NA
একটা ইসলামী নাটক হয় তা নিয়ে অভিজোক হয়  কিন্তু ভারতের নাটক বন্ধ করার কোনো অভিজোক করে না   মাসে গেলে কোটি কোটি টাকা ভারতের ভান্ডারে দেয় তাতে তাদের ভালো লাগে আর এখন একটা ইসলামী নাটক নিয়া সমেস্যা হইছে,Geopolitical,no,Comparative cultural/political complaint without slurs,18,Why different standards applied?,safe,Political commentary,NA,NA
যে সরকার ইতিমধ্যে সব প্রতিষ্ঠান দলীয়করণ করেছে  সেই সরকারের ব্যক্তিদের দিয়ে নির্বাচন পরিচালনা অসম্ভব,Political,no,Political critique of election neutrality,18,Is impartial election possible?,safe,Political analysis,NA,NA
শুনেছি এই নেতার পিতা ছিলেন নামকরা রাজাকার তাহলে এরা কি বাংলাদেশের বনধু,Political,no,Questioning political affiliation/legacy,18,Is this claim verified?,safe,Information-seeking,NA,NA
নাসির কে দলে দেখতে চাই আর পাপন সাহেব কে বলতে চাই তুই কি রাজাকার দেশের ভালো চাসনা,Political,no,Political demand and accusation phrased as address,18,Is this a political allegation?,safe,Political commentary,NA,NA
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে,Religious,no,Stereotyped claim about Arabs and sexuality,18,Is there evidence for this claim?,safe,Stereotyping but non-violent,NA,NA
মনে হয় শেরেবাংলা ন্যাশনাল মাঠে  খালেদা জিয়া মাঠে নামবে সে জন্য সমাপ্ত ঘোষণা করা হোক,Personal,no,Non-violent political/sports sarcasm,18,What is being suggested here?,safe,Commentary,NA,NA
এরা বংগবাহাদুরের বংসদর এদেরকে খুব আদর জতন করতেহবে নাহয় কিন্তু রাজাকারি মামলা,Political,no,Political commentary about favoritism and legal threats,18,What is the claim of bias?,safe,Political commentary,NA,NA
খুব সুন্দর ও সেক্সি লাগছে,Personal,no,Non-violent sexual compliment,18,Is this objectifying?,safe,Sexual content,NA,NA
মুহম্মদের আমলেও বাল্যবিবাহ প্রচলিত ছিল  কিন্তু ৫৩ বছরের বুড়ার সাথে ৬ বছরের বাচ্চার বিয়ে কেউই ভাল চোখে দেখত না,Religious,no,Religious-historical critique without slurs,18,Is this historically accurate?,safe,Religious discussion,NA,NA
হিন্দুদের আঘাত করলে ভারতের জ্বলে,Geopolitical,no,Political observation about India’s response,18,Is this about diplomatic reactions?,safe,Commentary,NA,NA
ভারত চক্রান্তে বাংলা এবং পাকিস্তান ভাগ হয়েছে এটা সত্য,Geopolitical,no,Historical-political claim,18,Is this historically supported?,safe,Historical claim,NA,NA
তিনি তো দেশনেত্রী বেগম খালেদা জিয়া   যদি জীবনের বয় থাকতো তাহলে ফখরুদ্দীনের আমলে আপনার মত যদি বয় পেতো তাহলে দেশ ছেড়ে বিদেশে যেতো   খালেদা জিয়া বলেছিলেন মরলে নিজের দেশে মরবো তাও দেশে ছেড়ে যায়নি আর আপনি মামলার বয় দেখান,Personal,no,Comparative political criticism without slurs,19,What is the contrast being argued?,safe,Political commentary,NA,NA
দেশ ভাগ হয়েছে সালে আর ভারতের টেস্ট স্টাটাস দেখানো হয় সালে  আসলে তখন ভারতের জন্মই হয়নি  সে হিসেবে বাংলাদেশের টেস্ট স্টাটাস লেখা উচিত সালে পাওয়া,Geopolitical,no,Historical/sports argument,19,Is this historically accurate?,safe,Historical commentary,NA,NA
মকবুল কেন এই যাবৎ যত জামায়াত নেতার ফাসি হয়েছে তারা কেউ রাজাকার বা কোন অপরাধি ছিলনা দোষ একটাই কোরআনের শাসন কায়েমের কাজ করছিল ইতিহাসে এরা কিনতু অমর অমলান,Political,no,Ideological defense of executed leaders,19,What evidence supports this claim?,safe,Political ideology,NA,NA
বাংলাদেশে যে কবে ভারতীয় চ্যনেল গুলো বন্ধ হবে,Geopolitical,no,Media-policy complaint,19,Why should channels be banned?,safe,Policy opinion,NA,NA
তোমার হেড লাইন লিখাটা থেকে বাংলাদেশ কথাটা বাদ দিলে অর্থ কি দাড়ায়  তাই হতো ভারত এই পিচে খেললে রান করতে পারতো না,Geopolitical,no,Media framing critique,19,What does the headline imply?,safe,Media analysis,NA,NA
ফাসিঁবিচার শুধু বিরোধিদের জন্য সংরক্ষিত,Personal,no,Political cynicism about justice system,19,Is this selective justice?,safe,Political critique,NA,NA
মাহি এবং তার বাবার জামাতের ১ ইউনিয়নের ভোট ও নেই,Political,no,Political popularity claim,19,Is this electorally accurate?,safe,Political commentary,NA,NA
বাংলাদেশ স্বাধীন করার পিছনে ভারতের একটি বিষাক্ত রাজনীতি ছিল,Geopolitical,no,Historical-political interpretation,19,Is this supported historically?,safe,Political analysis,NA,NA
নাসির কে দলে দেখতে চাই আর পাপন সাহেব কে বলতে চাই তুই কি রাজাকার দেশের ভালো চাসনা,Political,no,Political demand phrased harshly,19,What is being demanded?,safe,Political commentary,NA,NA
শিরোনামে ভারত উল্লেখ করে দেওয়া প্রয়োজন চিল তহলে কমেন্ট অন্য রকম হতো আওয়ামীলীগ বি এন পি বা জমাত আসতোনা,Geopolitical,no,Media framing observation,19,How headlines affect reactions?,safe,Media analysis,NA,NA
এত দিন রাজাকার ছিল না আমির হইছে এখন জোর করে রাজাকার বানাতে হবে,Political,no,Commentary on politicized labeling,19,Is this label politicized?,safe,Political critique,NA,NA
ভারতের বাংলাদেশে প্রবেশ মানে বাংলাদেশের ভেতরের খবর জেনে যাওয়া,Geopolitical,no,Security concern statement,19,Is this espionage claim?,safe,Geopolitical concern,NA,NA
সৌদি রাজপরিবার হলো ইয়াজিদের বংশধর  এরা আমেরিকা ও ইসরাইলের দালাল,Geopolitical,no,Geopolitical conspiracy claim,19,What evidence supports this?,safe,Political opinion,NA,NA
আইসে আরেকজন জাহিদ মানিক  আপনার নিজের দেশে যে প্রতিনিয়ত মানুষ খুন হচ্ছে সেটা দেখেন  তুরস্কে সেনা অভ্যুত্থান কারীরা অন্যায় করেছে তার শাস্তি তাদের পেতেই হবে  যেভাবে পেয়েছে আমাদের দেশের রাজাকাররা,Political,no,Comparative political argument,19,What parallel is drawn?,safe,Political commentary,NA,NA
এই সালা একটা টাউট লোক অবাঙালি ভারতে পুরোটা হিসেব করলে এক কুটি বাঙালি পাবেনা আর সে দুই কুঠির হিসাব কষছে,Geopolitical,no,Demographic critique,19,Is this demographically accurate?,safe,Geopolitical commentary,NA,NA
তারেকের মোখের ভাষা ঠিক নাই একটা সন্ত্রাসীর খুনির চাঁদা বাজ দের গটপাদার,Political,no,Political accusation without slurs,19,What allegations are made?,safe,Political critique,NA,NA
বংলাদেশে রোহিঙ্গার পক্ষ এই প্রথম আন্দোলন শিবির কিন্তু বাধা দিল অত্যাচারী জুলুমকারী সরকারের সন্ত্রাস পুলিশ বাহিনী,Political,no,Political criticism of government and police,19,What is being claimed?,safe,Political commentary,NA,NA
বিবিসিই বলছে ভারতীয়ররা গত বছর বিলিয়ন রুপী ধংস করেছে  ভারতীয়রা ও বলছে এটা কোন সমস্যা না  তাহলে কিসের নিউজ হল এটা  যত্তসব,Geopolitical,no,Media skepticism and critique,19,What is being questioned?,safe,Media commentary,NA,NA
হিন্দুরা নির্যাতিত হলে ভারত কাঁদে খ্রিস্টানরা নির্যাতিত হলে আমেরিকা ও ইউরোপ কাঁদে বোদ্ধরা নির্যাতিত হলে চিন কাঁদে আর মোসলমানরা নির্যাতিত হলে কাঁদাতো দুরের কথা তাদের পাশে দ্বারানোর মত কাউকে খুজে পাওয়া যায়না হে আল্লাহ তুমি বিশ্বের সকল মুসলিম কে এক হওয়ার তোফিক দান কর,Geopolitical,no,Comparative geopolitical grievance and religious appeal,19,What is the claim?,safe,Geopolitical commentary,NA,NA
বাংলা দেশ ভারত চী নের প্রতি পৃ থিবীর মানু ষের দাবী হ তেপা রে মা য়েনমার দখল ক রে শা ন্তি ও সম্প্রী তি প্রতিষ্ঠা করা,Geopolitical,no,Speculative geopolitical proposal,19,Is this feasible?,safe,Geopolitical opinion,NA,NA
কিরে কদেরা ও বলে তারেক জিয়া জতে চায়না আজ আবার একি সুর,Political,no,Political criticism,19,What inconsistency is noted?,safe,Political commentary,NA,NA
ভারতের বিপরীতে এটার দরকার আছে,Geopolitical,no,Strategic geopolitical statement,19,What is needed?,safe,Geopolitical opinion,NA,NA
মমতার ভারতের প্রধানমন্ত্রী হওয়া উচিত   এটা যতো তারাতারি হবে ততো মঙ্গল   মোদী নিজেই জাল সাটিফিকেট আর কোটি রুচি ঘুষ নিয়ে ও ভারতের প্রধানমন্ত্রী চিন্তা করেন তলে তলে কি করছেন,Geopolitical,no,Political opinion and accusation,19,What evidence?,safe,Political commentary,NA,NA
ক্যা আমনে বললেন দেহি ভারত পাকিস্তান যুদ্ধ হলে আমরা ভারতের পার্শ্বে থাকুম  এহন কি লইগ্যা গনেস পাল্টালেন  কাজেই কি আর কমু আমনে সবই পারেন,Geopolitical,no,Political inconsistency critique,19,What changed?,safe,Geopolitical commentary,NA,NA
ভারতের ধর্ষনের জন্য তাদের চলছিত্র দাই মিডিয়াই তাদের সর্বনাস করছে,Geopolitical,no,Media criticism about sexual violence portrayal,19,Is this causal?,safe,Media commentary,NA,NA
চাপাবাজ হিন্দুস্তানি সরকার ভুয়া সারজিক্যাল স্ট্রাইকের অভিনয় করে আর পাকিস্তান তাদের মেরেই যাচ্ছে  তারা কখনো পাকিস্তানের সাথে পারে নাই  শুধু একাত্তরের যুধ্বে বাংলাদেশি মুক্তিবাহিনীর জন্য একবার পাকিস্তানকে সাইজ করেছে  ভারত আর কখনোও পাকিস্তানের বিরুধ্ব,Geopolitical,no,Geopolitical analysis with hostile tone,19,Is this accurate?,safe,Geopolitical commentary,NA,NA
তোরা নির্বাচন করলে তোমরা দুই আসনে পাবি না,Political,no,Political prediction/threat,19,What basis?,safe,Political commentary,NA,NA
আমরা বাঙ্গালীরা একটা হাতি কে বঙ্গবাহাদুর বানাতে পারি অথচ আমাদের হাজার হাজার মুসলিম ভাই কে হত্যা করা হচ্ছে এটা নিয়ে আমাদেত কোন উদ্বেগ নেই ভারতে ট্রেন দুর্ঘটনা হয়েছে আমাদের প্রথান মন্ত্রী আপনি শুকাহাত কই মায়ানমারের মুসলিমদের নিয়ে তো কোন কথা বলতে দেখলাম না আপনাকে কিন্তু কেন,Geopolitical,no,Geopolitical critique of selective concern,19,Why selective response?,safe,Geopolitical commentary,NA,NA
সালে ভারত আমাদের যেভাবে সাহায্য করেছে আমাদেরও উচিত সেভাবে রোহিঙ্গাদের সাহায্য করা,Geopolitical,no,Humanitarian geopolitical argument,19,What aid model?,safe,Geopolitical opinion,NA,NA
বলদ নয়াদিগন্ত কালকে রিপোর্ট করলো হিলারী শপথ নেওয়ার প্রস্তুতি নিচ্ছেন ট্রাম্প শিবিরে হতাশা,Political,no,Media criticism,19,Is the report false?,safe,Political commentary,NA,NA
ভারতকে বন্ধু ভাবার চেয়ে পাকিস্তানকে বন্ধু ভাবো,Geopolitical,no,Geopolitical alignment opinion,19,Why this preference?,safe,Geopolitical opinion,NA,NA
খালেদা জিয়া কে আমরা তো চিনিই না,Personal,no,Dismissive political statement,19,What is implied?,safe,Political commentary,NA,NA
বাংলাদেশের মুক্তিযুদ্ধে যেভাবে ভারত পাশে দাঁড়িয়েছিল ঠিক বাংলাদেশ সরকার ও এদেশের জনগণের উচিত রোহিঙ্গাদের পাশে দাঁড়ানো,Geopolitical,no,Humanitarian comparison,19,What support?,safe,Geopolitical opinion,NA,NA
আর ইন্ডিয়ান টেলিভিশন তে যেসব বড়লোক  দেখায়  তারা দুই টাকার ফকির দুই লাখ পাইলে যেই অবস্থা হয় সেটা,Geopolitical,no,Media and class critique,19,What contrast?,safe,Media commentary,NA,NA
আহারে ভারতের বিপক্ষে বলাতে কিছু লোকের জ্বলতেছে,Geopolitical,no,Observation of public reaction,19,What reaction?,safe,Geopolitical commentary,NA,NA
ধন্যবাদ আমাদের নেতাদের নিজ দেশের বীর সন্তানরা খেতে পায়না আর ভারতীয় দাদা বাবুদের দেবে কোটি টাকা,Geopolitical,no,Critical geopolitical-economic commentary,20,What is being criticized?,safe,Geopolitical commentary,NA,NA
এবাভে কি মায়ার মায়ের দিকে একটু নজর পড়েনা কারন কি ওরা মুসলিম আর ভারত হিনদু এটাই তাদের অপরাধ তারা মুসলিম কেন,Geopolitical,no,Geopolitical grievance framing religious bias,20,What bias is claimed?,safe,Geopolitical commentary,NA,NA
এটাই হবে যদি ভারত পাকিস্তান যুদ্ধ বাধে,Geopolitical,no,Speculative geopolitical statement,20,What outcome?,safe,Geopolitical analysis,NA,NA
