sentence,target,type,hate speech,sentence_length
"এত ভালোবাসা এক জনমে পায় কজনায়। স্যার আপনি বাঙ্গালী জাতির গর্ব, মনুষ্যেত্বর অহংকার ।",,,0,14
"এত মানুষের ভালোবাসা বিফলে যেতে পারেনা। আপনি আরো অনেক দিন বাচঁবেন, স্যার।",,,0,12
এত মায়াবী স্ত্রী ঘরে থাকতে কী দরকার ছিল একটা অফিস সহায়িকার সাথে কুকর্ম করা।,,,0,14
এত মিথ্যা খবর মানুষজাতে কি প্রকাশ করতে পারে ছিঃ ছিঃ ছিঃ এই ধরনের খবর শুনা থেকে আপনারা বিরত থাকুন মানুষকে বিভ্রান্ত করার পন্থা আর আমি নিজেও কাশ্মীরের পক্ষে ভারতের সেনা নাকি ভয়ে পালাচ্ছে একটা কথা মনে রাখা উচিত কোন দেশের কোন এক সেনা তার দেশ রক্ষার জন্য শেষ নিঃস্বাশ পর্যন্ত লড়তে থাকবে আর এদিকে এটা জানা উচিত ভারতের উওরপ্রদেশর রাজ্যের জনসংখ্যা যতটা গুটা পাকিস্তানের জনসংখ্যার সমান এরকম মিথ্যা প্রচার করা ঠিক নয়,,,0,72
এত যেন কান্না করতাছেন তাহলে নিজের সন্তানটাকে ভালো রাখতে পারলেন না �����,,,0,12
এত লম্বা ভিডিও দেয়ার জন্য আপনাকে। কেয়া কসমেটিক এর পক্ষ থেকে থাকছে মাসুদ রানার ধ্বংস পাহাড় বই আর কিছু চারা গাছ। ওয়ালাইকুম আসসালাম।�,,,0,23
এত সব কিছু দেখেও এদের এখনও ফাঁসি দিচ্ছে না কেন আইন আইন কি অন্দ যা মানুষ বলে মিন্নির জামিনে বের হয়ে এসেছে কয়েক দিন পরে শুনবো বাকি খুনিরা ও বাহিরে হারে আইন,,,0,32
এত সুন্দর একটা নাটক বানানোর জন্য ধন্যবাদ আসলে বলার মত ভাসা আমার জানা নাই,,,0,14
এত সুন্দর একটা মেয়ে কি করে করো তোমরা এসব ছি,,,0,10
এত সুন্দর করে মিথ্যা বলছে যে কথা বেধে বেধে যাচ্ছে এটা কে বলে আমীলীগ,,,0,14
এত সুন্দর গান এবং মডেলিং স্বাধীনতার পর বাংলার মাটিতে হয়েছে কিনা সন্দেহ!,,,0,12
এত সুন্দর ছবি এখন আর হয়না কি সুন্দর সুন্দর পারিবারিক কাহিনী মার্জিত ভদ্র,,,0,13
এত সুন্দরী কম বয়সী মেয়ে পেয়েও বাইরে চোখ যায় রুচিই খারাপ,,,0,11
এত হাজার হাজার মানুষ চেষ্টা করলে মাইট্টা ফিরে দিতে পারতো কিন্তু ইচ্ছা করে নাই জানিনা কেন করে নাই ওপরে আল্লাহ জানে,,,0,21
এতই কি দেখালো এরা? দেখতে থাকো অভাগা বাঙালি আর ভুগতে থাকো। তাছাড়া কিছুই করার নাই তোমাদের। মেরুদণ্ডহীন জাতির আরও যে কত দূর্ভোগ কপালে আছে আল্লাহ পাকই ভালো জানেন।,,,0,28
এতকিছুর পরেও কেন দেওয়ানভাগীর বিরুদ্ধে কোনো ব্যবস্থা নেয়া হয়না? রহস্যজনক বিষয়,,,0,11
এতগুলো মানুষ!! অথচ দেখে সবাই বাঁতাতে না গিয়ে চলে যাচ্ছে!!,,,0,10
এতদিন কি করছে ক্রিকেটদের দাবি আন্দোলনের জন্য নেতৃত্ব দেওয়ার কারনে বোর্ড সভাপতি পাপন সাহেব তার পিছনে লাগছে অবশেষে বলবো পাপন সাহেব সাকিব পৃথিবীর যেকোনো দেশে খেলার যোগ্যতা রাখে তার পিছনে না লেগে পদত্যাগ করেন আপনি বাংলাদেশের জন্য কিছু দিতে পারেন নাই।,,,0,41
এতদিন কোথায় ছিল এই নিষেধাজ্ঞার খবর?যেই নিজেদের স্বার্থে টান পড়ছে তখন সাকিব এই করছে ওই করছে।আমরা আম জনতা এখন সব বুঝি। যে কতবড় চতুর তা এখন সবার কাছে পরিষ্কার। কি এতদিন বাল ছিড়ছিল?পারলে একটি সাকিব বানায়ে দেখাক ।সাকিব সাকিব ই।বিশ্বের সকল বোর্ড দের সাথে থাকে সবসমই আর আজ কি দেখালো আমাদের।হায়রে,,,0,51
এতদিন পর এসে শুধু ইতিহাস শুনাইলেন ছাত্ররা কি করে দেখাইসে সেটার কথা বললেন না।,,,0,14
এতদিন পর কই থিকা আইলেন? ভালা আছুইন? আরও আগে আসার দরকার আছিলো। সবকিছুতেই তো উল্টাটা বুঝেন এই আন্দোলনে সোজাটা বুঝলেন কেমতে? যাহোক তবুও ভালো।,,,0,24
এতদিন ম্যাচফ্রিকিং করছে পাপনকে সাথেনিয়ে । এখন পাপনের গায়েবেজেছে তাই ফাসিয়েছে পাপন । বছরের সাস্তি । সবাই চোর । এটা আরো আগে উচিত ছিল। সাকিবতো মাঠে সোনা ধরে দেখাইলো এখন চোরের মতো দারিয়ে আছে কেন এখন সোনা দেখায়না কেন । পাপনের সাথে মিলে ভারতের টাকা খেয়ে দেশকে অনেক ঠকিয়েছে ।,,,0,50
এতদিনে বাংলাদেশের ক্রিকেট টারা একটা ভালো ডিসিশন নিচেবাল পাকনা সভাপতি পাপন সহ সবাইর পদত্যাগ দাবী করছি।,,,0,16
এতবড় একটা দেশ ভারতবাবরি মসজিদ ভাংতে হবে কেন অন্য জায়গায় মন্দির দিলে সমস্যা কোথায়এটা মদির একটা চালমুসলিম হিন্দু মধ্যে একটা ঝামেলা বাধানো,,,0,22
এতবড়ো একটা সত্য ঘটনাকেউ মিথ্যা বলে চালানোর চেষ্টা করছেন আপনারা। এটা মিনিটের ভিডিও না মোটামুটি মিনিটের একটা ভিডিও।,,,0,18
এতবর কুকর্ম করার পর দেখি তাদের সেলিব্রেটি অনেক বেরে গেলো মনে হচ্ছে একজন ভি আই পি এর ভিডিও ধারন করছেন । এ কয়দিনে তো উচিত ছিল আইন সংগতভাবে তাদের দুজনার বিয়ে পরিয়ে দিয়ে সমাজ থেকে পাপের বিষ কিছুটা রোধ করে দেয়া । আমি বুঝিনা কি আইন বাংলাদেশে ডিসি সাহেবের কুকর্ম লিলা খেলা হলেও এই মেয়েটির জীবন তো সংশয়ে পোরে গেলো এটা ঘৃণিত অপরাধ তার পরেও জীবনের স্বার্থেই ডিসির সাথেই বিয়ে দিয়ে মেয়েটির তো জীবন বাঁচানো আইনের ফরজ নাকি,,,0,78
এতরাতে ভিডিও ছাড়ছেন এরপরেও মিনিটে হাজার ইম্নোসিয়া রোগীরা ভিডিও দেখে ফেলসে,,,0,11
এতে করে সাকিবের লাভ হলোকারণ সাকিব জানে কার ইশারায় কল কাটি নড়ে আমার প্রশ্ন হলআইসিসি দুই বছর কোথায় ছিল নাকি পাপইননা হালার বিরুদ্ধে যাওয়ায় এটা এখন সামনে এলআর কত দুই নাম্বারি করবিসব কিছু একদিন প্রকাশ হবে,,,0,36
এতে কষ্ট পাওয়ার কিছু নাই যার গায়ে আগুন দেওয়া হয়েছিল ঐ মেয়ে টা কত যন্ত্রণা ভোগ করতে হয়েছিল কিন্তু এতটাই পুড়ে ছিল বাঁচাতে পারেনি ?,,,0,25
এতে কি মিন্নি ছিলো আর এখানে তো বলার কিছু নেই � যায় আপনারা দেখেছেন আমি ও তাই আমি মিন্নির ফাশি চাই,,,0,21
এতো কথা বলার কি দরকার বুল করলে বুলের মাসুল দিতে হয় এটাই সত্যি,,,0,13
এতো কষ্টো করে সন্তান মানুষ করে যদি এই ফলাফল পেতে হয় ভিডিও টি দেখে লজ্যায় ঘৃণায় এখুনি আত্মহত্যা কোরতে ইচ্ছা কোরছেমনে হচ্ছে না যে সন্তানদের বড়ো হওয়া অব্ধি আর বেঁচে থাকি,,,0,31
এতো খারাপ ভিডিও আবার সেয়ার করতে বলছেন আপনি ও এদের মধ্যে একজন ফালতু।,,,0,13
এতো খুশির সংবাদ এতো দিন কোন দোষ ছিল না এখন দোষএটাই আমাদের সরকার,,,0,13
এতো গেলো সড়ক পথের কথা। নৌপথের কথাটা কি কেউ ভাবে??? ফিটনেস বিহীন গাড়ি আর বাসের রেস তো সড়ক পথে হয় এটা সবাই জানি। এটা নাহয় রাস্তায় নেমে ঠিক করছি। কিন্তু নৌপথ কি করে ঠিক হবে?? সেখানকার পথটা বড় হলেও রেসের জন্য কত মানুষের প্রাণ হারায়। এদের থামাতে কি এবার পানিতে নামতে হবে নাকি?,,,0,53
এতো টাকা কই রাখো পাপন সাহেবদেশে মাত্র টা শুধু কি ঢাকার মানুষ খেলা দেখবে তোমাদের খেলার কোনো চ্যানেল নাই???আফগান দের আছেটাকা কই রাখছো বের করো,,,0,25
এতো দিন কই আছিলেন আপনি স্যার জাতি আপনারে অনেক খুজছে,,,0,10
এতো দিন কথায় ছিলো ঐ মেয়ে এটা এক শ্রেণীর লোকের খুব কষ্ট হচ্ছে কারও ভালো দেখে,,,0,16
এতো ভালো একটা গান উপহার দেওয়ার জন্য শাকিব খানকে ধন্যবাদ,,,0,10
এতো ভালো ছেলে যে রাজ্জাক কে অপমান করে ছে এবং ফিরুক কে মারতে পর্যন্ত গিয়েছে আর আলমগীর কে বলেছে তোরা চলচ্চিত্রের কলঙ্ক,,,0,22
এতো ভুলভাল খবর আজ প্রথম সুনলাম এইধরনের খবর মানবতার বিরুদ্ধে আপনারা মানুষকে কোনো দিন ভালো বাসেন না,,,0,17
এতো মানুষে সামনে একটা লোক কে কুপালো কেও কিছুও বলছেনা এই আমরা বাংলাদেশে বাশ করি হাইরে জিবন,,,0,17
এতো মানুষের সাথে নিজ তলা ভারা দিছে জে লজ্জ সরম কিছুই নেই।এটা হিরো আলোম এর ও জগ্গো নয়।হিরো আলোম নয়,,,0,20
এতো সুন্দর একটা গানের সাথে মেয়েটির ড্রেস একটুও ঠিক হ্য়নি তাই পছন্দ করলাম না,,,0,14
এতো সুন্দর সুন্দর নতুন ভিডিও দেখার জন্য সব সময় আপনার চ্যানেলে খবর রাখি কখন নতুন ভিডিও দেখতে পাবো,,,0,18
এতোগুলো মানুষের সামনে মারল আর সবাই দাঁড়িয়ে দাঁড়িয়ে তামাশা দেখলো।।সাবাই যদি একসাথে প্রতিবাদ করতে পারতো তাহলে আজকে আর এইদিন দ্দেখতে হতো না�।,,,0,22
এতোটাই ভালো ব্যবহার করে যে বিয়ে করে খেয়ে দেয়ে তালাক দিয়ে দিছে অপুকে,,,0,13
"এতোদিন কোথায় ছিলে? জানি না কোথায় ছিলাম! গানটা মনে পরে গেলো!! ধন্যবাদ স্যার, এই কথাগুলো আগে বললে অনেকেরই হুশ হয়তো স্যার।",,,0,21
এতোদিন কোথায় ছিলেনমা মানষিক রুগি বলেসবাই ছেরে পালিয়ে গিয়েছিলেন তাইনাআর এতোদিন পরে এসেছেন মায়ের পয়সা লুট করার জন্যেবদমাইশ কোথাকার,,,0,19
এতোদিন জানতাম হাফিজুর রহমান হুজুর কিছু গেয়ান রাখেন কিন্তু বিদাদ কি সেটাই বুঝেনা,,,0,13
এতোদিন লাগলো স্যরের এটুকো লিখা লিখতে ............? আপনি আপাতত মারা গেলেও মিডিয়া আপনাকে দেখাবে না । কারণ আপনার গায়েবানা জানাজা অলরেডি পড়া শেষ ...,,,0,24
এদিকে আবার বান্দরবান এর কিলোমিটার ভেতরে ঢুকে গেল মায়ানমারের সেনা আর আক্সাই চীনের কিমি ভেতরে ভারতীয় ফৌজ,,,0,17
এদিকে স্বামী কে সবাই টেনে হিঁচড়ে নিয়ে যাচ্ছে আর স্ত্রী নাচতে নাচতে যাচ্ছে। আর সবাই তাকিয়ে দেখছে সবাই যদি একত্রিত হয়ে সামনে এগিয়ে যেতো তাহলে হয়ত ছেলেটি আজ বেঁচে থাকত। হায়রে মানুষ,,,0,32
এদের আর কোন কাজ নাই দেশের উন্নতির জন্য কোন একটা কথা নাই।শুধু বদনাম আর গীবত। এঁদের কারনে আজকে বাংলাদেশের প্রতিটি ঘরে ঘরে হিংসা বিদ্দেস শুরু হচ্ছে আমি যে কমেন্ট করছি তাই আমার কাছে মনে হচ্ছে আমি ফালতু সময় নষ্ট করছি আর এরা সারা দুনিয়া নিয়া বইছে দোনটাই খারাপ এদেরকে বসিয়ে বাংলাদেশের সময় নষ্ট করা হচ্ছে।এক জন বলবে আমার সরকার ভালো আর একজন বলবে আমার সরকার ভালো কন সরকার এসে কি নুম্বা ফালাইছে এখনো বাংলাদেশের এক কনা ও ঠিক হয় নি আরু অনেক কিছু করার আছে,,,0,85
এ‌দের আল্লাহ হেদা‌য়েত দান করুক। এই ভন্ড হুজুর দ্বারা ইসলাম যত ক্ষ‌তিগ্রস্থ হ‌চ্ছে কা‌ফেররা ও ততটুকু ক‌রে নাই।,,,0,18
এদের উদ্দেশ্য পরিষ্কার। ইসলাম ধর্মকে অবমাননা করাই ছিল এদের উদ্দেশ্য।,,,0,10
এদের কান্না দেখে অনেক খারাপ লাগার কথা কিন্তু কেন জানি এক পৈশাচিক আনন্দ পাচ্ছি।,,,0,14
এদের কান্না দেখে আমার খুশি লাগতেছে। আসামীদের ফাসিঁ কার্যকর যেনো তারাতাড়ি হয়,,,0,12
এদের কান্না দেখে কেন জানি খুব পৈশাচিক আনন্দ পাচ্ছি� নুসরাত একটা সময় এরকম কান্না করেছিল�,,,0,15
এদের কে আমরা সম্নান দিতে দিতে মাথায় তুলে নিয়েছি তাই এরা খুব ভাল খেলতেছে আশরাফুলের সময় ইয়ার পোটে জুতা আর জারুর মিছিল হইয়ে ছিলো আর এখোন এরা খারাপ খেলতেছে এখোন কি হচ্ছে,,,0,32
এদের কে ওয়াজ করতে দেই কারা সব কেয়ামত এর আলামত,,,0,10
এদের কে ধরে ফাঁসি দেওয়া উচিৎ। যারা নুরের উপর হামলা চালিয়েছে । স্বাধীন বাংলাদেশের মানুষ আজও স্বাধীন হয় নাই । এদের কে পায়ের তলায় পিশে মারা উচিৎ।।,,,0,27
এদের কোনো দোষ নাই ক্যামেরা যে লাগাইছে সব দোষ তার {♣য়া} মারা সারা,,,0,13
এদের খুব শীগ্রই আইনের আওতায় আনা হবে একটু অপেক্ষা করুন,,,0,10
এদের জন্য দুনিয়াটাই সবকিছু আখিরাতে কি জানি কি হবে ❕,,,0,10
এদের জন্য দেশের এ অবস্থা এরা আবার দেশের বড় বড় পদে চাকরি করছে,,,0,13
এদের দেখলে খুব কষ্ট লাগে!<br />কি করব বলেন?<br /><br />একজনকে খুব পছন্দ করি।জানি ওরে পাব না আমার জীবনে।তবুও।<br /><br />না করলে কোনো এক পতিতা কে বিয়ে করতাম।,,,0,27
এদের নিয়া পচাইয়া ভিডিও বানান এমোন ভাবে ভিডিও বানান যে এদেরকে মানুষ যেন শুধু গ্রিনাই করে,,,0,16
এদের পার্সোনাল লাইফে ওরা যা খুশি তাই করুক তুই ব্যাটার এত মাথাব্যথা কিসের যতসব ফালতু ফালতু ভিডিও আপলোড করিস টাকা কামানোর জন্য,,,0,22
এদের পিছনে মামু আছে বাংলাদেশে কেউ এদের বিচার করতে পারবেনা �হা হা হা� হায়রে আল্লাহ কেমন দেশে জন্ম নিলাম,,,0,19
এদের ফাঁসি হওয়াই উচিত যদি তারা সত্যি অপরাধি হয়প থাকে নুসরাত তোদের কী কতি করেছিলো,,,0,15
এদের বিশাল বড় ভোট ব্যাংক আছে।তাই কোন পলিটিকাল পার্টি আর প্রশাসন এদের ঘাটায় না।আর এই সুযোগেই এরা আমাদের অবোধ মানুষদের বোকাচোদা বানাইতেসে!,,,0,22
এদের মতোও নায়কা দের কে জাহিদ খানের মতো হিরু দরকার,,,0,10
"এদের মধ্যেও ভালো মানুষ আছে, আমি এদের মধ্যে থেকে আমি একজন নিবে অাতি আপন করে নিতে চাই।থাকলে।প্লিজ আমার সাথে যোগাযোগ করবেন 01820137864",,,0,22
এদের যারা ভালবাসবে তারা পরকাল হারাবে।।। আলেম এদের থেকে আমাদের সতর্ক করেছেন দেখুন : -- মৃত্যুর পূর্বে সতর্ক হন।,,,0,19
এদের সবকটাকে দূরে চোখ দুটো তুলে দেওয়া উচিত তাহলে বুঝতে পারত,,,0,11
এদের সংসার ভেঙ্গেছে বুবলি সাকিব খান ও অপু বিশ্বাকে আবার একসাথে দেখতে চাই,,,0,13
এদের হুক্কর হুক্কর কি করে হারামিরা আল্লাহ বয়ই না মনে আল্লাহ,,,0,11
এদেরকে কে এখানে বসিয়েছে। এমন বিচারকে লাথি মেরে এখান থেকে উঠিয়ে দেওয়া উচিৎ,,,0,13
এদেরকে কোন এংগেল থেকে বিচারক মনে হয় আবুল যতসব খেত খামার থেকে ধরে এনে বসিয়ে দিয়েছে বিচার করতে।,,,0,18
এদেরকে বছরে দিন মারামারি হয়। এটা বিশ্ববিদ্যালয় তো না ছাত্রলীগের ঘাটি,,,0,11
এদেরকে বিচারক কে দিয়েছে এরা তো বিয়াদোপ এরা তো ছোট্ট ভাইদের অপোমান করেছে,,,0,13
এদেরকে বিচারক বানাইছে কারা!!!! দেখলেইতো মনে হচ্ছে চোর আর মানুষের সাথে এমন ব্যাবহার করে কেউ নিজের কথাবার্তার ঠিক নাই আর সে অন্যকে জাজ করতেছে। বিচারকদের চেয়ে এখানে আসা সব প্রতিযোগীরাই ভাল ছিল।,,,0,32
এদেরমত প্রাণীদের বিচারক না করে শাবানা আলমগীর ফারুক এদেরকে বিচারক করা উচিৎ ছিলো,,,0,13
এদেশে কী হচ্ছে তাই দেখাওযদি পারো তো ভাল জিনিস্টা দেখাওতহলে সবাই ভালো থাকবে,,,0,13
"এদেশে কোটা বিরোধী আন্দলন হয়েছে কেউ বলতে পারবে না,একমাত্র আপনি ছাড়া। কোটা সংস্কার দাবি ছাত্রদের রাজাকার বলা হয়েছে সেটাও জাতি কখনো ভুলবে না।",,,0,23
"এদেশে রাজনৈতিকভাবে কত অন্যায় হচ্ছে! এসব নিয়ে কি টেলিফিল্ম হয়না!!!??? আমার অনুরোধ নিরিহ মানুষের প্রতি যে অন্যয় অবিচার হচ্চে তাদের নিয়ে ছবি করুন, মানুষগুলো জানবে!&quot;!!!!????",,,0,25
এদেশে সঠিক বিচার পাওয়া যাবেনা আমার মনে হয়।তবুও দোয়াকরি নুরূ ভাই সত্যর জয় হয়,,,0,14
এদেশের বিরুদ্ধে কথা বললে দেশ বিরুদ্ধি হয় না পাকিস্তানের পক্ষে জামাতের পক্ষে কথা বলে দেশবিরুদি হয় এর নাম বাংলাদেশ,,,0,19
এদেশের মানুষদের নৈতিকতা বলতে বেশি কিছু নেই।। নৈতিক শিক্ষা দেওয়ার মত সামাজিক কোনো প্রতিষ্ঠানও নেই। যেগুলো রয়েছে সেগুলো এসব নোংরামি হালকাভাবে নেয়। এই জেলা প্রশাসকের পরিবারও নোংরা।,,,0,27
এদেশের সিলেট বিভাগ কবুতরের জন্য বিখ্যাত☺☺। শাহজালাল মাজার জালালি কবুতরের জন্য আর বিশ্ববিদ্যালয়টা একটা দালালি কবুতরের জন্য��,,,0,17
এনা দের কে মানহানীর দায়ে পুলিশের আওতায় এনে কঠিন শাস্তির বিধান করা উচিত !,,,0,14
এনাকে আগে সত্তিইই খুব ভাল্লাগতকিন্তু এনার অহংকার আর মিথ্যাচার দেখে এনারে এখন অসহ্য লাগে,,,0,14
এনাকে নিয়ে যে কি মাথা ব্যথা বুঝিনা অখাদ্য একজন প্রয়োজনের তুলনায় বেশি পেলে যা হয়,,,0,15
এনায়েত এমনিতেই দাজ্জাল ও অপমান আর মান কি আর আছে দেখলাম্না ভিডিও টা,,,0,13
এনার এমন একটা ব্যাবস্থা নেওয়া দরকারযে বাড়ি ফিরে যেনো বাবা মার উপর যেনো আরো অত্যাচার না করতে পারে আজ ওনার বউ পাশে দাড়িয়ে সব দেখছিলেন ওনাকে রুখলেন না এনার ছেলে এই দেখে বড় হয়ে ওনাকে পেটাবে,,,0,36
এপিজে আবুল কালামএর মতো রাষ্ট্রপতির প্রতিটি কথা যেখানে আমরা অমূল্য বাণী হিসেবে দেখি সেখানে উনার এই কথা গুলো থেকে শেখার কি কিছু আছে জানিনা,,,0,24
এফ ডি সির আশেপাশ ঘুরলেই নায়ক হওয়া যায় এ দেশে তেলাপোকা ও আরশোলা নায়কের অভাব নাই অভাব শুধু উত্তম কুমারের,,,0,20
এবং আজাহারি এর টাকা পয়সার পরিমাণের উপর একটা প্রতিবেদন করুন প্লিজ। ধর্ম বেইচা কত কামানো যায় মানুষ জানুক,,,0,18
"এবং আর সবার মত আপনিও কথা বলতে ভয় পান,আপনার লিখায় ও সেই ভয়ের ছাপ স্পষ্ট,অনেক টা ধরি মাছ,না ছুঁই পানি অবস্থা!!",,,0,21
এবং এই হিন্দুত্ববাদী মোদি সরকার আজ পাকিস্তান এবং জম্মু কাশ্মীর নিয়ে খেলছেতেমন কোনো গ্যারান্টি নেই যে ও অন্য কোন দেশ নিয়ে খেলবেনা ও যে খেলা শুরু করছে আমাদের এই খেলা বন্ধ করতে হবে এবং ও খেলা শুরু করছে আমরা শেষ করবো ইনশাআল্লাহআমাদের এটাই আমাদের চ্যালেঞ্জ হয়ে থাকবে সারা জনম সারা জীবনের জন্য এটাই আমাদের শুভকামনা তোমরা আমার ভাই তোমরা আমাদের পাশে থাকো কেউ তোমাদের কিছু বলবেনা রক্ত যখন দিয়েছি রক্ত আরো দেব তবুও পাকিস্তান জিন্দাবাদ বাংলাদেশ জিন্দাবাদসমস্ত মুসলিম কান্ট্রি জিন্দাবাদ জিন্দাবাদ জিন্দাবাদ জয় হোক জম্মুকাশ্মীরের জয় হোক পাকিস্তানের জয় হোক মুসলমান ভাইদেরকে এবং এই উচিত শিক্ষা দিতে হবেএবং এই মুদি সরকারের এটার খেসারত দিতে হবে এটার সাজা কত বড় ভয়াবহ এটা মোদি সরকার হয়তো হাড়ে হাড়ে টের পেয়ে যাবে সময় বেশী নেই এইটা আমি বাংলাদেশের ভাই ও বোনের পক্ষ থেকে আমি বললাম ইনশাআল্লাহ,,,0,133
"এবং লিখার শেষে ০১–০৮–১৮ লিখে স্যার প্রমাণ করলেন, ৩ তারিখ গভীর রাতে আত্নগোপন হতে বের হলেও স্যার ০১ তারিখ হতে লিখতে ছিলেন। পারেন ও বটে।",,,0,25
এবাভে বাংলাদেশের আনাচে কানাচে আরোকত জায়গায় নাজানি এরকম হছছে তার বিচার কি পাছছি,,,0,13
এবার আপনি কমেন্টগুলো এসে পড়ুন নিজের গলায় আংগুল ঢুকিয়ে হর হর করে বমি করে দিন নিজের উপর।,,,0,17
এবার কার হতে কাপ দেখতে চাও? কমেন্ট করে জানিয়ে দাও,,,0,10
এবার কি হবে চীন ও পাকিস্তান দুজনা একসাথেই ঢুকে পোড়ছে ভারতেএবার বোধহয় নরেন্দ্র মোদীর পাকাবাল আর অমিত সার কাচাপাকা বাল আর বাচান গেলনাএবার মনেহয় দুজনা মিলে ছিড়ে নিয়ে জাবেই,,,0,29
এবার খুলনা টাইগার্স ইতিহাস গড়বে এবার ট্রফি খুলনা টাইগার্স জিতবে কে কে সহমত,,,0,13
এবার তোদের পালা তোদের কাছ থেকে চট্টগ্রাম উত্তর পূর্ব অংশ রাজশাহী ইত্যাদি কেড়ে নিয়ে তোদের কে আবারো পূর্ব পাকিস্তান বানিয়ে তোদের পাকিস্তানী বাপের হাতে তুলে দেওয়া হবে ইয়াদ কর আজ থেকে বছর আগে যখন এই পাকিস্তানী বাপ তোর মাকে ধর্ষণ করছিল তখন এই ভারতেরই দয়ায় তোদের মায়েরা বাঁচতে পেরেছিল আর তোরা বাংলাদেশ হতে পেরেছিলি এখন আমরাও বলছি ভারত সেদিন ভূল করে ছিল সেই ভুল এবার শোধরাব শুধু শুধু পাকিস্তানের সঙ্গে দুশমনি হচ্ছে তোদের মত বেইমান কুত্তার বাচ্চাদের জন্যতোদের কে পাকিস্তানের হাতে তুলেদিলে তারাও আপসে কাশ্মীর ছেড়ে দেবে তারপর তোদের মায়েদের মত তোদেরকেও যখন তারা ধর্ষন করবে তখন বুঝবি তোদের আসল ঔকাত কি শালা তোরা সত্যি কারেই বেইমান জাত রেন্ডিমাগী,,,0,109
এবার দারিআলা মোল্লা পাঁঠা গুলো কে বলি দেয়া হবে জয় শ্রী রাম,,,0,12
এবার ফাইনাল খেলবে দুই ভায়রা আমার সাথে কে একমত আছেন লাইক কমেন্টস করুন,,,0,13
এবার বাংলাদেশ ও মনে হয় এই ফালতু এর সাথে নেই,,,0,10
এবার বিপিএলে রাজশাহী সেরা এবার কাপ জিতবে ইনশাআল্লাহ। কে কে একমত লাইক দিন �������,,,0,14
এবার বিপিএলে রাজশাহী সেরা। রাজশাহীর সামর্থকেরা কই সারা দিন। ��,,,0,10
এবার বুঝতে পারছেনতো কারা দেশ চালায়। কাদের হাতে এই সোনার বাংলা। হাইরে জাতি।,,,0,13
এবার বুঝতে পারলাম মামলা থাকা সত্ত্বেও কিভাবে জামিন পেয়ে বেড়িয়ে আসে এদের সাথে নেতা দের হাত আছে,,,0,17
এবার সবচেয়ে বড় ভুল হয়েছে ঢাকা বিভাগের সব পাকিস্তানি সব খেলোয়াড় নিছে ওয়েস্ট ইন্ডিজ এর খেলোয়াড় নেই নি পাকিস্তানি রা তো দেশী খেলোয়াড়ের চেয়ে অধম,,,0,25
এবারের বিপিএল মাঠ হচ্ছে কুতকুত খেলার মাঠের সমান তার উপর পুরা ব্যাটিং ফিস এরপরও বাংলাদেশী ব্যাটসম্যানরা দড়ির আশেপাশে ছক্কা মারে।,,,0,20
এবারের বিপিএলের সেরা ম্যাচ এটাই । অভিনন্দন আন্দ্রে রাসেল ফাইনালে ।,,,0,11
এভাবে অপমান করাটা ঠিক হয়নি তাদের কাজ থেকে মানুষ শিখবে আর তারা এরকম আচরন করলো খুবি খারাপ লাগলো������,,,0,18
এভাবে ইনিয়ে বিনিয়ে কল্পকাহীনি না লিখে সরাসরি রাজপথে নেমে অাপনার মতবাদ ও অাদর্শ জনগনের নিকট তুলে ধরুন। জনগনই সিদ্বান্ত নিক ওরা কি চায়?,,,0,23
এভাবে উলঙ্গ হয়ে চলাফেরা করা হারাম ইসলামে জায়েজ নাই যদি তুমি মুসলিম অবশ্য তুমি পর্দা করবে,,,0,16
এভাবে চললে কিছুদিন আর দুর্নীতিবাজদের ধরা যায় ।।। হায়রে কোন দেশে বাস করছি !!!,,,0,14
এভাবে ভন্ডদেরকে জায়গায় ব্রেক করতে হবে ইসলাম থাকবে ইসলাম আছে আল্লাহু আকবার নারায়ে তাকবীর,,,0,14
এভাবে ভিডিও না করে তারা ঐ লোকটিকে থামালে অসুবিধা কি ছিল,,,0,11
এভাবে মাইর খেয়েই যাবে যদি উল্টো মার না দিতে পার। যখনি হামলা শুরু করে তোমারও উল্টো হামলা করে তাহলেই সব সমাধান হবে এর আগেই নয়,,,0,25
এভাবে যদি প্রতিনিয়ত সকলের সামনে প্রকাশ্যে মানুষ হত্যা হয় আর তার যদি কথা থাকে একটাই যে আমরা তাকে আইনের আওতায় আনবো তাকে পর্যাপ্ত সাজা দেবে এটা কোন সাজার মধ্যে পড়ে না আমরা সাধারন মানুষ একটা জিনিসই চাই এরকম হচ্ছে আর সেগুলো যদি সাজা হয় জেল হয় তাহলে তারা অবশ্যই প্রশ্রয় পাবে তারা যেভাবে মানুষকে প্রকাশ্যে হত্যা করছে ঠিক তেমনি তাদেরকে আইনের আওতায় এনে প্রকাশ্যে গুলি করে হত্যা করা হোক যাতে পরবর্তী কেউ এসব করার সাহস না পায়,,,0,77
এমন অনেক ভণ্ড পিট্টা মানুষ করছি খালি পাইয়া লই একবার,,,0,10
এমন আরও অনেক ভন্ড পীর আছে যা ইচ্ছা করলে সরকার এগুলোর ভন্ডামী শেষ করতে পারেন।,,,0,15
"এমন একজন দলকানা ব্যাক্তিকে কিনা প্রিয় ব্যাক্তি মনে করতাম, খোদা ক্ষমা কর এই পাপ।",,,0,14
