text,vulgar,hate,religious,threat,troll,Insult
"যতই মুখে বলব, ততই ব্যাপারটা এক্সটারনাল ড্রাইভের মতো শুনাবে... বিল্ট-ইন কনসেপ্টটা হারিয়ে যাবে",0,0,0,0,0,0
দাদা আপনার কথা ভালো লাগলো এটাই মানুষের পরিচয় মানুষ মানুষই সে হিনদু হোক আর মুসলিম হোক কিছুদিন আগে একটি হিনদু মেয়েকে রেফ করেছিলো মেয়েটির নাম পুজা এতে কিনতু আমরা মুসলমানেরা ওই সাইফুলের ফাসির দাবি জানিয়েছিলাম,0,0,0,0,0,0
মুসলমানদের কাছে গরু মাংসের উপরে কোনও খাবার নাই বছরের ৩৬৫ দিন এই এক খাবার দিলেও আমি খুশি মনে খাইতাম,0,0,0,0,0,0
অনেক অপেক্ষা করছি নাটকটার জন্য অনেক ভালো লাগছেবিশেষ করে কামাল,0,0,0,0,0,0
"মহিলা বেঈমানদের কে রাণুমন্ডল নামে গালি প্রচলন করা হোক, যেমনটা বিশ্বাস ঘাতক দের কে মীরজাফর বলা হয়",0,0,0,0,0,1
প্রশংসা করতে গেলে শেষ হবে না শুধুই এইটুকু বলব আফরান ভাই নিশো আপা নাটকে বাস্তবটা তুলে দরল ভাই আপা ভালোবাসা ও দোয়া রইল,0,0,0,0,0,0
ছালা পাকিস্তানীদের জন্য বাশ দিয়া দাও ভর দিয়া হাটবো তো অভাবে আছে ফহিন্নি রাজাকার ভুটিকুত্তার দল,1,0,0,0,0,1
আরিয়ান ভাইকে অনেক ধন্যবাদ এমন একটা রোমান্টিক নাটক উপহার দেওয়ার জন্য অপূর্ব ভাইয়ের নামটা যেমন অপূর্ব নাটক গুলো থেমন অপূর্ব সব মিলিয়ে অনেক সুন্দর একটি নাটক,0,0,0,0,0,0
"মেয়েটা উত্তর দিলো, “আমার প্রথম উইশ হলো, আমার ১০ টা উইশ পূরণ করতে হবে”",0,0,0,0,0,0
পাঁচ বার দুর্নীতিতে বিশ্ব চ্যাম্পিয়ন বিম্পির দালাল পার্থ (চোরের বেটা),0,0,0,0,1,0
আমাদের সবার প্রাণের দাবী প্রথম আলোর সাংগাতিক গুলো কে আফগানিস্তানে পাঠানো হক যুদ্ধে সরিক হওয়ার জন্য তাতে আফগান নারীদের কিছু টা হলেও সহযোগিতা হবে বলে আশা করি,0,0,0,0,1,0
"মুত্তে গেছিলাম,তর ছবি দেইখা আর একবারে হাগু দিয়া রুমে আইলাম",0,0,0,0,0,1
"টিভি/রেডিও/টক-শোতে, একাত্তুরের চেতনা চেতনা চেতনা করে এটাকে রীতিমতো পচিয়ে ফেলেছি আমরা",0,0,0,0,0,0
"এই পৃথীবি তোমার আমার, বুড়ো লোক বলছে , আর আমরা গাঁড় মারাতে আসছি",0,0,0,0,1,0
কার জীবনে একবারের জন্যও শখ হয়নি হিমুর মতো হলুদ পাঞ্জাবী পরতে বা কোনও হিমুর রুপা সাজতে?,0,0,0,0,0,0
তানজিন তিশা কে আর দেখতে ভাল্লাগতেছেনানতুন কি কোন নায়িকা বাংলাদেশে নাই বুঝিনা বাল,0,0,0,0,0,0
চাপাবাজ হিন্দুস্তানি সরকার ভুয়া সারজিক্যাল স্ট্রাইকের অভিনয় করে আর পাকিস্তান তাদের মেরেই যাচ্ছে। তারা কখনো পাকিস্তানের সাথে পারে নাই। শুধু একাত্তরের যুধ্বে বাংলাদেশি মুক্তিবাহিনীর জন্য একবার পাকিস্তানকে সাইজ করেছে। ভারত আর কখনোও পাকিস্তানের বিরুধ্ব,0,1,0,0,0,0
শেষ টা অনেক ভালো লাগ্লো আমাদের দেশের নাটক গুলোতে শেষে গিয়ে নায়ক নায়িকা কে অবশ্যই কেন বিয়া দিতে হবে বিয়ে ছাড়া কি ভালো বাসা হয় না নাকি নাটক টা এঞ্জয় করলাম,0,0,0,0,0,0
"এগুলো পতিতা হয়ে গেছে,,, নাস্তিকদের নিয়ে গবেষণা না করে জুতা মারা উচিত,,, আসলে এদের পিতা মাতা কি এদের কোন ধর্মীয় শিক্ষা দেয় নাই?? এই কি মুসলিম পরিবারে জন্ম গ্রহণ হয়ছে নাকি??",1,0,0,1,0,0
"সানিউর কুত্তার বাচ্চা, তুর বোনেরে চুদমু তুর কান্দে ফালাইয়া, তুর মাইরে চুদমো তুর বাবার কান্দে ফালাইয়া, বান্দির বাচ্চা রেন্ডির সন্তান,",1,0,0,0,0,1
"তোকে চুদার বড় সক আমার,তোর সোনার বিতরে গোস্ত বেসি চুদতে মজা লাগবে,ধুদের মাজখান দিয়ে দিবো, মজা পাইবি মাগী",1,0,0,0,0,1
"বিস্কিট খেতে খেতেও মরশেদ বলতে থাকলেন, ‘আরিব্বাই পল্লবীর নুরুর বিস্কুট খাইসেন?’",0,0,0,0,0,0
এটা তোমার মত নষ্ট মেয়েদের দেশ নয়। এদেশে নব্বই ভাগ মুসলমান আছে আর তুমি যা খুশি তা বলে যাবে জুতা পিটা দেওয়া হবে,0,0,1,1,0,0
"যদি হলিউড থেকে অফার আসে (যদিও সম্ভব না), রানু মন্ডল বলবে, আমি তো হিমেশ এর সাথে কথা বলতাম না, আমি তো জানি আমি কী?!আর হিমেশ কী?",0,0,0,0,0,1
মাকে খাওয়ানোর মত টাকা ছিলো কিন্তু ওইরকম রানুর মত মাকে খাওয়ানোর মত টাকা ছিলনা,0,1,0,0,0,0
কুলদীপ নায়ার বিশিষ্ট ভারতীয় সাংবাদিক এই জন্য ভারতের পর রাষ্ট্র নীতির কড়া সমালোচনা করতে গিয়ে বলেছেন।,0,1,0,0,0,0
আমার দেখা অপূর্ব ভাইয়ার শ্রেষ্ঠ নাটক অনেক অনেক ভালোবাসা ভাইয়ার জন্য,0,0,0,0,0,0
সাকিব হলো আই পি এলের খেলোয়াড় টাকা যেখানে সাকিব সেখানে শালা ভারতের দালাল,0,1,0,0,0,0
শালা তরে রে ইন্দুর দিয়া পুটকি মারলে যদি তর লাজ হয়! শালা মাইজ্ঞা,1,0,0,0,0,1
মানবিক বিয়ে এখন দেখতাছি মানবিক ইফতার মানবিক নামে আরও যে কি দেখবো ?,0,0,0,0,1,0
দারুন দারুন দারুন আমি কলকাতায় থাকি এই নাটক টি দেখার পর কোন ভাষা থাকে না কিছু বলার অসাধারন,0,0,0,0,0,0
ওই কুত্তাটাকে ইতর বললে তো সমস্ত ইতর প্রাণীদের অপমান করা হয়।,0,0,0,0,0,1
দারুণ একটা নাটক মনে অন্য রকম একটা ছোঁয়া লেগেছে অসাধারণ,0,0,0,0,0,0
"লেংটির ছেলে, তাই ত বড়ো বড়লোক । কারন ত কখনো তর্কেই তোদের ঠাকুরেরা জিততে পারেনি",1,0,0,0,0,0
"আবাসিক হোটেলের সামনে ঘুরঘুর করা নিব্বাকে মাগীর দালাল জিজ্ঞেস করছে, তোর কি মাগী লাগবো?",1,0,0,0,0,0
"ভন্দু 
তাই ভদ্র ভাষায় বলছি চুতম্রানি, খান্কির পুথ, আচোদা কন্ডমের রাবার,সোনাকাটা বাইনচোদ ভুষ্মি মাকিরপো তোর পিক না চোদালে হয় না",1,0,0,0,0,1
দাদা বাবু ভারতের শোকে তুমি দিশেহারা। অথচ পাশের রাষ্ট্রে আমাদের মায়ানমারের মুসলমান ভাই বোনদের জন্য বিন্দু মাত্র মাথা ব্যাথা নাই। কতইনা রিলাক্স কোথায় গেছে আজ জাতিসংঘ? ওয়াইসিও কোথায়??,0,0,1,0,0,0
এইটা কী তরবাপের দেশ নাকী জামনেচায় তাকরবি তদেরমত মালাউনদের কুতাদিয়া চুদা দরকার,1,0,1,0,0,1
"সেদিন... বিশ্ব মিডিয়া যেন আমাদের নিয়ে রিপোর্ট করার সময়; এই হেডলাইনটা অন্তত দেয় যে, “বাংলাদেশ জানতো, বিপদ আসছে”",0,0,0,0,0,0
অনেক দিন পর একটা ভালো নাটক দেখলাম বুকের বা পাশে এর পর,0,0,0,0,0,0
৩৬ টা ছবি যেমনই হোক…ওয়াশ করার পর বুঝা যাবে,0,0,0,0,0,0
ভারতে হাতি বাংলাদেশে আসলে জামাই আদর করে আর মিয়ানমারে রোহিংগা আসলে যত সমস্যা,0,1,0,0,0,0
ভারতের যদি পাওয়ার থেকে থাকে তাহলে পাকিস্তানের সাথে পারে না কেন ভারতের কেউ বাংলাদেশে আসলে জামাই বাবুর মত আদর করে তার বিনিময়ে ভারত পাখির মত নিরিহ বাংলাদেশি মারবে ভারতের জমের বাপ পাকিস্তান,0,1,0,0,0,0
"তুই কিসের নাস্তিক,নাস্তিক হতেও লজিক জ্ঞান লাগে, তুই তো ইহুদিদের দালাল টাকার বিনিময়ে সব দিতে পারিস",0,0,1,0,0,0
ছাত্রলীগকে সন্ত্রাসী সংগঠন হিসেবে ষোষনা করে ছাত্রলীগের রাজনীতি নিষিদ্ধ ঘোষনা করা হোক,0,1,0,0,0,0
"আজ তার জন্মদিনে; তার জন্য না, বরং আমার জন্য দোয়া করবেন যেনও আমি সবসময় আমার দুই মেয়ের ক্ষেত্রেই, আমার কথাটা রাখতে পারি",0,0,0,0,0,0
অসাধারণ একটি নাটক নামাজ পড়ার উপদেশ দেওয়ার জন্য রইল অসংখ্য ধন্যবাদ,0,0,0,0,0,0
ভারতের ট্রেন ট্রাজিডিতে শোক প্রকাশ করছি আমরা তোমাদের মত আবাল না যে খুশি হবো আর ভারতের এত্ত চুলকায় কেনো রে বাংলাদেশের সাবমেরিন দেইখা ? এটা তো কেবল সুরু,0,1,0,0,0,0
অপূর্ব মানেই অপূর্ব আমরা ছাই অপূর্ব আমাদের কে নাটক এর পাশাপাশি সিনেমা ও উপহার দিককারন অপূর্ব মানেই অন্য কিছুআর তাকেই আমরা নাটক সিনেমা দুইটায়েই দেখতে ছাইআর আশা আমার মতো সবাই এটাই ছায়,0,0,0,0,0,0
স্যালুট আপনাদের সবাইকে যারা এই নাটক নির্মানের সাথে জড়িত ছিলেন এক কথায় অসাধারণইরফান সাজ্জাদ ভাইতিশা আপু অসাধারণ অভিনয় করেছেন,0,0,0,0,0,0
অতীতের কথা না ভেবে থাকা টাই বেটার তাই না ভাই আমি এটাই মনে করি,0,0,0,0,0,0
নামাজের কথা মনে গিয়ে লাগলো সেলুট অারফান ভাই ভালো বাসা অারো বেড়ে গেলো অাপনার জন্য,0,0,0,0,0,0
পরিচালক কে ধন্যবাদ অনেক দিন পরে নাটকে ভালো একটা বাইক দেখার জন্য,0,0,0,0,0,0
আওয়ামীলীগ কী তার পরাজয়ের দলিলে স্বাক্ষর করে নিচ্ছে? এদের জন্য কোন ব্যবস্থা না নিয়ে বাংলার পর্দাশীলদের কেন হেনস্তা করা হচ্ছে,0,1,0,0,0,0
"পিছের জন ধাক্কা না দিলে আমি উনাকে কথা শুনিয়ে দিতাম, “৭১ ভুলে সামনে আগানো যাবে না ব্রাদার”",0,0,0,0,0,0
গাড়ির শব্দ... রিক্সার রিং ... চানাচুর ওয়ালার ডাক... বাদাম ওয়ালার ডাক... টেম্পুর স্টার্ট নিয়ে বন্ধ হয়ে যাওয়ার শব্দ... মানুষে মানুষে ঝগড়ার শব্দ... রাস্তায় মানুষের গোসল করার শব্দ ... ট্র্যাফিক পুলিশের অযথা বাঁশি বাজানর শব্দ... বলে শেষ করা যাবে না,0,0,0,0,0,0
"তবে আর যাই বোল তোদের নিরামিষ খাওয়া মা বোন গুলা সেই,আর তোদের হট সেক্সি দেবি গুলা আহহ সেই সেক্সি যেভাবে সাজিয়ে গুজিয়ে  রাখিস সেই হট লাগেরে,ইচ্ছে করে আমার ১০ ইঞ্চি শিবলিঙ্গটা ঢুকিয়ে দেই।",1,0,1,0,0,1
ভলান্টিয়ারস ফোর বাংলাদেশের ২২ হাজার ভলান্টিয়ার নিয়ে ‘ন্যাশনাল ইয়ুথ এসেম্বলি’ হচ্ছে... আপনাকে চাইই চাই,0,0,0,0,0,0
"মেধাবী যখন শিবির হয়,যখন মাদকাসক্ত হয় তখন এসব ঘটবে আবারো।",0,1,0,0,0,0
"এরকম প্রচুর উদ্যোক্তা আছে আশেপাশে; ডিজিটালাইজ লন্ড্রি ইন্ডাস্ট্রি, গারবেজম্যান,  ট্রাক চাই, অ্যাডমিশন নিনজা... নাম বলে শেষ করা যাবে না",0,0,0,0,0,0
ইবলিশের মতো বাহির হইল ক্যান দেশ থেকে না যাও জুতার মালা পরাইয়া নার্গিস খাতুনের মতো কাহিনি শুনা আবার,0,0,0,1,0,0
"জেলের হুংকার দেখিয়ে লাভ নাই, জেল, গ্রেপ্তারের ভয় নাই প্রতিদিন",0,0,0,1,0,0
কেউ এক বারের বেশী দেখেছেন এই নাটকটিআমি নাটকটি ৩ বার দেখেছি আমার দেখা সবচেয়ে সেরা নাটক এটি আশা করি আগামীতে আরো সুন্দর সুন্দর নাটক পাবো অপেক্ষাই থাকলাম,0,0,0,0,0,0
প্রত্যেক জেলায় অস্থায়ী বিমানবন্দর করে তাতে বিমান ব্যবস্থা এবং প্রাইভেট হেলিকাপ্টারের ব্যবস্থা চালু করার জোর দাবী জানাচ্ছি ।,0,0,0,0,1,0
খবরটা এমন হওয়া উচিত ছিলো বাংলাদেশের কন্ঠ শিল্পী আসিফ আকবরের সাথে সিনেমায় গান গাইবেন ভারতে কন্ঠশিল্পী মোনালি ঠাকুর,0,0,0,0,0,0
জানি হাজারো কমেন্টের মাঝে আমার কমেন্ট টি হারিয়ে যাবে তবুও বলছি আমার এক জোড়া পুরানো জুতা আছে বিক্রি করবো কেউ নিতে চাইলে জানাবেন ।,0,0,0,0,1,0
ভাই আপনাকে দেখার পর থেকে দেশে ভয়ংকর রকমের অনেক অন্যায় ঘটতে দেখেছি। ভেবেছিলাম আপনি কিছু লিখবেন। লিখেননি দেখে অবাক হইনি কারন আপনি নিজেকে এগুলি থেকে দূরে রাখতে চেয়েছিলেন। আপনি অন্য মাধ্যমে আমাদের কে ইন্সপায়ার করে যাচ্ছিলেন।,0,0,0,0,0,0
ভারত কি ভুটানের মত বাংলাদেশের প্রতিরক্ষা খাতের নিয়ন্ত্রণ নিতে চায় আমরা কারও অধীনতা চাইনা।,0,1,0,0,0,0
মনের অজান্তেই চুখে পানি চলে এসেছে অনেক অনেক ভালো হইছে,0,0,0,0,0,0
আমি ভারতীয় কিন্তু এই নাটকগুলো খুবভালোলাগেআমরা কলেজের জীবন থেকে বাংলাদেশ এর অনেক নাটক দেখিএটাও বেশ ভালোআরো একটা বড়ো ছেলে,0,0,0,0,0,0
এতো সুন্দর নাটক আমি আগে কখনোও দেখিনি শেষের দিকে চোখের পানি ধরে রাখতে পারিনি,0,0,0,0,0,0
আমি চাইনা এই বেইমান মাগীরা আর কোন বেইমান সন্তান জন্ম দেক!,1,0,0,0,0,1
"পাকিস্তানে দুই করোনা আক্রান্ত রোগীর রিপোর্ট নেগেটিভ এসেছে, আনন্দে দুজন বোমা ফাটিয়েছে তাতে ১৫ জনের মৃত্যু",0,0,0,0,1,0
সালা মালাউন শেষ করে ফেলুক কাশ্মীরে অনেক মুসলিমদের হত্যা করেছে পাকিস্তান জিন্দাবাদ,0,0,1,0,0,0
তিনি এখন ট্রাম্প কাকার সাথে যোগ দিয়ে নতুন সামাজিক মাধ্যম তৈরি করতে পারেন ।,0,0,0,0,1,0
জীবন আসলেই কঠিনবাট বাস্তবে এইরকম এখন নাইএখন জয়েন ফ্যামিলি আরো অন্যরকম পলিটিক্স,0,0,0,0,0,0
জীবন টা একটা উপলব্ধি করলাম ভালো লাগলোনিজেকে নিয়েও কিছু ভাবনা নিলাম,0,0,0,0,0,0
বাংলাদেশ এর প্রেক্ষিত মুসলিম মুমিন হিসাবে এ জেরিন এর পিক টা ডিলিট দিলে ভালো হইত কিন্তু নাটক টা ভাল্লাগছে জস,0,0,0,0,0,0
আমার ও প্রিয় নায়ক রিয়াজ আর তার নাটক আমি বেশি বেশি করে দেখি আর কার কাছে কেমন লাগছে জানি সবাই ভালো থাকেন ও হে ভুলে গেছি দাওয়াত দিতে ঈদ মোবারক ঈদ মোবারক ঈদ মোবারক,0,0,0,0,0,0
ডপিং (ড্রাগ নেয়া) এর কেইস তো কম বেশী সব দেশই করেছে... আমেরিকার এক পুরুষ এথলেটকে একবার সন্দেহ করা হলো যে সে হয়তো ড্রাগ নিয়েছে,0,0,0,0,0,0
"সবাই নুসরাতকে ঘৃণা করে। ওর মত ঘৃণিত মেয়ে পৃথিবীতে একটাও নাওর শরীরে শুধু আগুন,",0,0,0,0,0,1
"দেশে আরেক নতুন চোর বাবার আবির্ভাব হয়েছে, ওনার নাম গম বাবা",0,0,0,0,1,0
ভাই এতো আবেগ আর ভালোবাসা দিয়ে নাটকগুলা না বানালে হয়না দেখতে গেলে গলাটা ধরে আসে ছোখ ভিজে যায়,0,0,0,0,0,0
আমার প্রিয় অভিনেতা হল আখম হাসান আখম হাসান এর অভিনয় গুলো আমার খুব ভালো ভালো লাগে আপনাদের কার কেমন লাগে অবশ্যই কমেন্ট করে জানাবেন,0,0,0,0,0,0
"পার্থ সালার পুত হলো হাসিনার বড় দালাল, পার্থ কে বিএনপির যোট থেকে বাদ দেওয়া হক",0,1,0,0,0,0
অনেক সুন্দর মনে রাখার মত একটা নাটক যা বাস্তব জীবনের সাথে অনেক মিল,0,0,0,0,0,0
কেউ ভারত কেউ পাকিস্তান কেউ কেউ আবার মুসলমানের নাম দিয়ে হা হা হা হা হা মজায় আছেন মনে হয় আপনারা।,0,1,0,0,0,0
সামান্য কিছু লাইকের জন্য এইখানে এসে ইসলামের দাওয়াত না দিলেই পারেন আপনারা কারণ এখানে কেউ সালাত আদায় করতে আসে না,0,0,0,0,0,0
শেষে নামাজের জন্য উপদেশটা দেওয়ার জন্য অসংখ্য ধন্যবাদ ভালোবাসা টা আরো বেড়ে গেল সবাইকে আল্লাহ সঠিক পথে চলার তৌফিক দান করুন আমীন,0,0,0,0,0,0
আমার মনে হয় সেরা নাটক এওয়ার্ড পাওয়ার যোগ্যতা অর্জন করল নাটকটা লাভ ইউ বস আফরান নিশো,0,0,0,0,0,0
... ডাক্তারের চেম্বার থেকে বের হয়ে চোখ মুখ কুঁচকে প্রেসক্রিপশনের দিকে তাকিয়ে আছি,0,0,0,0,0,0
পাকিস্তানের সাত সেনা নিহত হওয়ার দিনটিতে ভারতীয় সেনা নিহত হয়েছিল বলে দাবি করেছেন পাক সেনাপ্রধান জেনারেল রাহিল শরীফ। চলতি মাসের তারিখে ভারতীয় বাহিনীর বিনা উসকানিতে গুলিবর্ষণের জবাব দিলে এ ঘটনা ঘটে বলে জানান তিনি।,0,1,0,0,0,0
দিন শেষে সত্যিকারের ভালবাসা গুলোই জিতে যায়হয় এপারে নয় ওপারে,0,0,0,0,0,0
ভারতের ছেলেরা খুব মেয়ে ভক্ত  সুযোগ পাইলে প্রেগন্যান্ট করে ছেড়ে দেয়,0,0,0,0,1,0
নাস্তিক ফারক্রাই কে ফাঁসি দেওয়া হউক। এদেশের মানুষ অতি তারাতারি তাকে বিতাড়িত করবে।তাসলিমা নাসরিন কে যেভাবে বিতাড়িত করা হয়েছিল তাকেও সেই ভাবে তাড়াতে হবে।,0,0,1,1,0,0
জুতা মারি তোর চোয়ালে বেটা বেয়াদব । এজন্যই তো তোদের জবাই করে ।,0,0,0,1,0,1
এক পলকে লোকান্তরে লক্ষ জিয়া কারাগারে গেছে ফিরে খালেদা জিয়ার ভয় করে রাজপথ ছাড়ি নাই । ।,0,0,0,1,0,0
"অভিশপ্ত কোটা প্রথার কারনে, বাপের নামে সন্তান খাচ্ছে, সন্তানের নামে নাতি নাতির নামে পুতি খাচ্ছে, উপোষ থাকছে জাতি",0,1,0,0,0,0
"সে ২০ টাকা হাতে নিয়ে একবার বিড়বিড় করে ‘এই বাদাম বাদাম’ ডেকে, বাদামের ডালি ধরে ভয়ে নড়তে নড়তে  দৌড় দিয়ে পালায় গেলো",0,0,0,0,0,0
কী সুন্দর নাটকটি খুশী সবচেয়ে সুন্দর অভিনয় করেছে বৌয়ের কথা শুনে বোনদের বান্দি খাটানো জানোয়ারগুলো আছে চারপাশে,0,0,0,0,0,0
মাগিবাজ নবি দাসি কিনে চুদে আর এই মাগিবাজেে তরা পির মানস।,1,0,1,0,0,1
"শাওয়া মারানি, পাশের লোকটাকে যে গালি খাওয়ানোর জন্য ফ্রেমে নিয়েছিস সেটার তাৎপর্য ব্যাখ্যা কর। ওই লোক যদি মানহানির মামলা ঠুকে তাহলে তো জীবনেও পাছা বেচেও পয়সা শোধ করতে পারবি না বে মাদারচোদ",1,0,0,0,0,1
মেয়ের বয়স মাএ ১৫ বছরএর মধ্যেই যৌবনের জ্বালা ধরে গেল,1,0,0,0,0,1
পুরো নাটক জুড়ে সব জায়গাতে একটা জিনিস স্পষ্ট ছিল সেটা হল নামাজ এর মেসেজ,0,0,0,0,0,0
আমার তো মনে হয় তোর ভোদায় পানি গড়গড় করতেছে ছেলেদের সোনা ঢুকানোর জন্য।,1,0,0,0,0,1
অসাধারণ ভাইচোখের পানি ধরে রাখতে পারলাম নাআরফান নিশো ভাই যেমনটা আশা করছিলাম এর থেকে ও বেশিফাটাই দিছেন ভাইস্যালুট আরিয়ান ভাইএতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
চোরের বাচ্চা চোর ব্যাটার পুত হলে বাংলাদেশে আইসা বাসন দে,0,1,0,0,0,0
২০১৯ এর সবচেয়ে সুন্দর নাটক অনেক অনেক শুভকামনা রইল কাজল আফরিন অমি ভাই ও বস নিশুর জন্য,0,0,0,0,0,0
মাইয়ার এত বড় দুধ দেখে বোঝা যায় এক সাথে ২০ জন নিগার লাগাত ।,1,0,0,0,0,0
সুদখোর তোদের একরাত চুদে ৫ লাখ টাকা দেবে তা তো কমই দেয়.,1,0,0,0,0,0
নাটক ভালো হইছে অনেক সুন্দর স্টোরি ক্যামেরা ভালো ছিলো না এডিটিং ভালো করতে পারে নাই,0,0,0,0,0,0
আরে এমনকি সেই আগামাসি লেনের পা ভাঙ্গা কুকুরটাও আছে আমাদের আশেপাশে,0,0,0,0,0,0
পৃথিবীর সবধর্মেই আগা কাটে খ্রিস্টান রা কাটে বৌদ্ধ রা কাটে ইহুদি রাও কাটে।,0,0,1,0,0,0
"২ দিন পরে, ঈদের দিন সকালে তাকে সেস্রায়ে বের করতে হয়েছে বাসা থেকে... সে যাবেই না",0,0,0,0,0,0
"বউ দাঁত মুখ খিঁচে সবার সামনেই বলল, “ওটির ভিতরে তোমার ফিলোসোফি না কপচালেও চলবে... আন্টি প্লিজ একে আমার সামনে থেকে সরান... তা না হলে আমি আবার সেন্স হারাবো”",0,0,0,0,0,0
হারামজাদি নাজায়েজের বাচ্চাকে ফাসিতে চড়ানো হুক তুই কাফের এইবার বুঝবি ট্রল কত প্রকার ও কি কি কাফেরের বাচ্চা,0,0,1,1,0,1
গল্প টা ব্যাতিক্রম অনেক দিন পর ভালো একটা নাটক দেখলামবিশেষ করে নিশুর নামাজ পড়া টা ভালো লেগেছে,0,0,0,0,0,0
আবাল পাকিরাকি তোর মাবোনকে ছেড়ে দিছিল?তোদেরকেইতো মালাউন বলেছিল তোদের আব্বুরা,0,0,1,0,0,0
নাটকটা ভালোলাগার কারন হচ্ছে নাটক টাতে নামাজের দাওয়াত দেওয়ার জন্যনাটকটা ভাল লাগার মতোই একটা নাটককিন্তু ভালোলাগার মাত্রাটা বেড়েগিয়েছে নামাজের দাওয়াত দেওয়ার জন্যধন্যবাদ নিশো ভাইঅমি ভাইপলাশ ভাইতিশা আপুএবং অন্যআন্য সকলকেআশা করি ভবিষ্যৎতে আরো ভালো ভালো নাটক আপনারা আমাদের উপহার দিবেন,0,0,0,0,0,0
"এক সংবাদ সম্মেলনে তারা বলেন ‘রাজনৈতিকভাবে এর দায় আমরা নিচ্ছি এবং আমরা পদত্যাগ করছি ...এ ধরনের দুর্ঘটনা এড়াতে যা করা জরুরি ছিল, আমরা তা করতে পারিনি’",0,0,0,0,0,0
কি বলবো আরিয়ান ভাইয়ের নাটক গুলো এত ভালো হয় দেকলে মনে হয় বাস্তব কিছু আর নিসো ভাই তো কথায় ই নায় ভালোবাসি আরফান নিসো ভাই,0,0,0,0,0,0
অসাধারণ অনেক কিছু শিখার আছেসবচেয়ে ভালো লাগলো নামাজ পড়ার বিষয় টা ডিরেক্টার কে অনেক অনেক ধন্যবাদ,0,0,0,0,0,0
ভারত দশ কুটি কিনলে লাভ মালাউন কোন কাজে আসবেনা ।বড় বাপ পাক আর চীন,0,0,1,0,0,0
"প্রথম প্রথম আমারই বিরক্ত লাগত... হয়ত খেতে বসেছি, সে খাবার টেবিলে আমার সামনে এসে করুন চেহারা করে তাকিয়ে আছে",0,0,0,0,0,0
"তোদের মতো নাস্তিক বুঝবি মরলে,আল্লাহর হুকুমে ওনার বিবাহ হইছে,মালাউনদের বাচ্চা তুরা বুঝবিনা",0,0,1,0,0,0
ভাইজান পায়েলের বুকের কাপর নেই৷  কিন্তু কমরে এতো কাপর জুলতেছে এটা  কেরকম অস্লিলতা,1,0,0,0,0,0
আমার অফিসে কাজ আছে দেখে বউ বাচ্চারা আগেই চলে গেছে সেখানে... আমি অফিস শেষ করে ডাইরেক্ট ভেন্যুতে চলে গেলাম,0,0,0,0,0,0
বুঝতে হবে ভারতে হিন্দু মারা গেছে আর মায়ানমারে মুসলিম সুতরাং যিনি যে ধর্মের সে ঐ জাতির জন্যই শোকাহত হবে,0,0,1,0,0,0
“এই নেন আমাদের লিফলেট... এখানে সব বিস্তারিত লেখা আছে রক্ত দানের ব্যাপারে”,0,0,0,0,0,0
"আসসালামু আলাইকুম ভাইয়া। ভাল থেকেন, সুস্থ থেকেন। আপনাদের দুজন এর জুটি অনেক ভালো লাগে। অনেক ভালো হয়েছে।",0,0,0,0,0,0
"কেউ এসে বলে, আমি বাসা থেকে বের হয়ে এসেছি... কেউ এসে বলে, আমি একজনের বাসা গড়ে দিয়েছি ... বা, কেউ বলে, আমার বউ আমাকে মেরেছে...",0,0,0,0,0,0
যখন বাংলাদেশ থেকে হিন্দুদেরকে তারানো হচ্ছিল তখন কোথায় ছিল সহিংশুনতা,0,0,1,0,0,0
"তবুও বলবো ওরে চুতমারানি """""" কি করলি এডা ""!"" চুদাইনে সাপোর্টার এখনো আছে """""" একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল প্যামপাস প্যাড সেরেনার এ্যাড """" যদিও ব্রাজিলের চান্স ছিলো সেটাও গেল",1,0,0,0,0,1
আপনার জন্য শুভকামনা রইল আপনি আরো ভালো করেন আরো নাম করেন আরো অনেক সুন্দর সুন্দর কাজ আমাদেরকে উপহার দিন নিয়ে মত সব সময় কাজ করতে থাকুন সবচেয়ে খুশি হব মুভি করলে,0,0,0,0,0,0
ধুর মিয়া সারা দিন জঙ্গি সামলাতে যায় তার পর ভারত তো আছেই গোদের উপর বিষফোঁড়া মত ফেসবুক চালানোর সময় কই?,0,1,0,0,0,0
"রোল ডাকার সময়, যখন স্যার বলে, যারা কালকে আসেনি তারা ১০ টাকা করে দাও তখন আমি যাক অন্তত মাইর থেকে বাচা গেল",0,0,0,0,1,0
খুবই সুন্দুর নাটক কিছু কিছু মানুষের জীবনেরগল্প সত্যিই এমন হয়,0,0,0,0,0,0
লাস্ট মুহূর্তে একটা পেয়েছিলাম সেটার নাকি কেরেক্টারে প্রবলেম আছে... ছেলে ঘেঁষা গরু... চাহুনি ভালো না,0,0,0,0,0,0
সত্যি উপভোগ করার মতো একটা নাটক দেখলাম নিশো+মেহেজাবিন সুপার,0,0,0,0,0,0
"১৯৭১ এ ভারত সাহায্য না করলে আজকে এই বাংলা ভাষায় কথা বলতে পারতি না, ফাকিস্তানের পা চাটতি।",0,1,0,0,0,0
